spec,name,tic,ra_deg,dec_deg,epoch_label,position_source,tmag,query_utc,n_gaia,gaia_source_id,gaia_ra,gaia_dec,pmra,pmdec,parallax,g_mag,match_is_brightest,pm_total_masyr,shift_16yr_mas,res2015_ra_mas,res2015_dec_mas,res2015_mas,res2000_ra_mas,res2000_dec_mas,res2000_mas,epoch_class,reason,query_error
campaigns/toi-6670-01.yaml,TOI-6670.01,126797048,137.046678,-50.613758,J2000.0,NASA Exoplanet Archive TOI table,8.8855,2026-09-25T21:33:00Z,2,5324281398476375424,137.0466764354446,-50.61376149275625,-6.46782768589931,-26.841205150731245,5.334545255509395,9.202355,True,27.609,441.752,0.340,-0.847,0.912,-99.911,-416.885,428.691,J2015.5,,
campaigns/toi-6671-01.yaml,TOI-6671.01,53843023,327.638875,-26.556512,J2000.0,NASA Exoplanet Archive TOI table,10.3852,2026-09-25T21:33:15Z,1,6810533734371193216,327.6388761890613,-26.55651388920131,9.368574113962866,-13.458143101555999,10.777649732430556,11.015486,True,16.398,262.367,0.855,0.072,0.858,146.068,-208.529,254.598,J2015.5,,
campaigns/toi-6672-01.yaml,TOI-6672.01,331644554,330.55306,47.090352,J2000.0,NASA Exoplanet Archive TOI table,9.61487,2026-09-25T21:33:29Z,5,1975275839061373312,330.5530607952635,47.090351829900484,5.194760174378359,0.7039222629759472,3.1099354522967877,9.725703,True,5.242,83.876,0.648,0.964,1.162,81.167,11.875,82.031,J2015.5,,
campaigns/toi-6674-01.yaml,TOI-6674.01,452920657,8.334322,59.109923,J2000.0,NASA Exoplanet Archive TOI table,12.6973,2026-09-25T21:33:41Z,2,428410038458702720,8.334328341026517,59.10992486232022,23.00558572856533,15.992539872326429,6.490906361384475,13.627267,True,28.018,448.291,-0.217,1.292,1.310,356.370,249.176,434.843,J2015.5,,
campaigns/toi-6675-01.yaml,TOI-6675.01,141522677,101.546921,78.50475,J2000.0,NASA Exoplanet Archive TOI table,9.40853,2026-09-25T21:33:56Z,1,1140358282886912256,101.5469235177173,78.5047513012414,3.3171543819283857,12.045743565840173,5.759848709760432,9.729766,True,12.494,199.906,-0.148,1.338,1.347,51.268,188.047,194.911,J2015.5,,
campaigns/toi-6691-01.yaml,TOI-6691.01,382258844,82.716614,-54.898137,J2000.0,NASA Exoplanet Archive TOI table,8.6235,2026-09-25T21:34:10Z,1,4767020077694168576,82.71661320881559,-54.89813251401623,-3.0361359254542934,31.604899502098423,5.2246747654975705,8.951854,True,31.750,508.006,0.120,-0.347,0.367,-46.940,489.529,491.774,J2015.5,,
campaigns/toi-6692-01.yaml,TOI-6692.01,324609409,312.694044,-81.272398,J2000.0,NASA Exoplanet Archive TOI table,11.1163,2026-09-25T21:34:22Z,1,6349145498210403840,312.6940792217271,-81.272401406819,38.79680129698286,-22.7507515090864,3.2202887866271537,11.578162,True,44.975,719.607,0.158,0.889,0.903,601.509,-351.747,696.806,J2015.5,,
campaigns/toi-6695-01.yaml,TOI-6695.01,118339710,129.572022,-23.550217,J2000.0,NASA Exoplanet Archive TOI table,10.3541,2026-09-25T21:34:35Z,2,5701679002245319296,129.57202150687965,-23.550216551670804,-3.7677162839525558,2.9530061115050623,3.537682809953182,10.74614,True,4.787,76.593,-0.256,-0.137,0.291,-58.656,45.634,74.317,J2015.5,,
campaigns/toi-6698-01.yaml,TOI-6698.01,5966772,193.398197,-23.119791,J2000.0,NASA Exoplanet Archive TOI table,10.4795,2026-09-25T21:34:49Z,1,3499124806833300736,193.39818895133774,-23.119801398717733,-55.056815906210154,-73.32310913748124,11.393046659805904,11.115535,True,91.693,1467.081,-0.880,0.774,1.172,-854.261,-1135.734,1421.145,J2015.5,,
campaigns/toi-6890-01.yaml,TOI-6890.01,5364106,139.231123,-20.676234,J2000.0,NASA Exoplanet Archive TOI table,11.0866,2026-09-25T21:35:02Z,1,5679602531040786816,139.23112176574438,-20.67623231499881,-8.167858440469097,13.812209787617544,3.358770778196456,11.509591,True,16.047,256.744,0.073,0.840,0.843,-126.529,214.929,249.408,J2015.5,,
campaigns/toi-6893-01.yaml,TOI-6893.01,272125414,2.892723,4.767212,J2000.0,NASA Exoplanet Archive TOI table,8.18933,2026-09-25T21:35:17Z,2,2741377642494388864,2.892727790027721,4.767215157373631,35.57826133614506,21.08041838948949,6.008423517021909,8.588879,True,41.355,661.672,0.605,-0.826,1.024,552.068,325.920,641.095,J2015.5,,
campaigns/toi-6980-01.yaml,TOI-6980.01,422912527,38.206634,5.209801,J2000.0,NASA Exoplanet Archive TOI table,7.9859,2026-09-25T21:35:30Z,1,2516286274890560000,38.206644934144194,5.209794587008278,80.76962510976102,-46.50594912467816,13.606999001411326,8.363203,True,93.202,1491.225,1.185,-0.166,1.196,1253.114,-721.008,1445.734,J2015.5,,
campaigns/toi-7399-01.yaml,TOI-7399.01,233194447,263.949937,66.758971,J2000.0,NASA Exoplanet Archive TOI table,8.71433,2026-09-25T21:35:42Z,1,1633938329724999680,263.9499394915749,66.7589671152206,5.817285510155229,-25.0169772623803,4.871822890238685,9.042988,True,25.684,410.951,-0.631,1.477,1.606,89.537,-386.286,396.528,J2015.5,,
campaigns/toi-7857-01.yaml,TOI-7857.01,408313280,316.5329,2.576408,J2000.0,NASA Exoplanet Archive TOI table,11.6684,2026-09-25T21:35:58Z,1,1730371439418183680,316.5328982169404,2.576403638401186,-16.44414813868159,-28.196949227643266,2.8393547713146607,12.091636,True,32.642,522.267,-1.810,1.603,2.418,-256.694,-435.449,505.478,J2015.5,,
campaigns/toi-790-03.yaml,TOI-790.03,308994098,123.39778,-64.090901,J2000.0,NASA Exoplanet Archive TOI table,8.9914,2026-09-25T21:36:11Z,2,5277235112690260864,123.39777182006885,-64.09089384651878,-24.77698485770571,48.132858427016885,6.033048141462854,9.281664,True,54.136,866.171,0.479,-1.686,1.753,-383.565,744.373,837.385,J2015.5,,
campaigns/toi-941-02.yaml,TOI-941.02,408137826,78.300525,6.545915,J2000.0,NASA Exoplanet Archive TOI table,10.9968,2026-09-25T21:36:23Z,2,3240852617846876416,78.30052732144334,6.545910287264985,17.459877388757707,-31.640135088895725,3.9140412422327406,11.434841,True,36.138,578.206,0.427,1.146,1.223,271.055,-489.276,559.341,J2015.5,,
