TIME_stored,BJD_like,QUALITY,SAP_FLUX,PDCSAP_FLUX,SAP_frac_resid_2d,PDCSAP_frac_resid_2d
1.842567844220458028e+03,2.458842567844220437e+06,0.000000000000000000e+00,5.193020507812500000e+03,6.179292968750000000e+03,8.183445999845107011e-03,6.440725278457071212e-03
1.842569233125996789e+03,2.458842569233126007e+06,0.000000000000000000e+00,5.181213867187500000e+03,6.170953613281250000e+03,5.891281042459173278e-03,5.082468434386200329e-03
1.842570622031536459e+03,2.458842570622031577e+06,0.000000000000000000e+00,5.231181640625000000e+03,6.222457519531250000e+03,1.559212507674923032e-02,1.347107033804517684e-02
1.842572010937076584e+03,2.458842572010937147e+06,0.000000000000000000e+00,5.172191406250000000e+03,6.163127441406250000e+03,4.139642329366699514e-03,3.807795403367508769e-03
1.842573399842616254e+03,2.458842573399842717e+06,0.000000000000000000e+00,5.200405273437500000e+03,6.188500000000000000e+03,9.617139251106632258e-03,7.940303184177377460e-03
1.842574788748155697e+03,2.458842574788748287e+06,0.000000000000000000e+00,5.184167480468750000e+03,6.167956054687500000e+03,6.464701465421329729e-03,4.594246713808258775e-03
1.842576177653229479e+03,2.458842576177653391e+06,0.000000000000000000e+00,5.198475585937500000e+03,6.188828613281250000e+03,9.242505838716663646e-03,7.993825454571501510e-03
1.842577566558768467e+03,2.458842577566558961e+06,0.000000000000000000e+00,5.191569824218750000e+03,6.180184082031250000e+03,7.901807369224966848e-03,6.585863678856940240e-03
1.842578955464308820e+03,2.458842578955464531e+06,0.000000000000000000e+00,5.185478027343750000e+03,6.171894042968750000e+03,6.719133671609256453e-03,5.235639151739635011e-03
1.842580344369848945e+03,2.458842580344369635e+06,0.000000000000000000e+00,5.190957031250000000e+03,6.172468261718750000e+03,7.782838509774236968e-03,5.329163951120596820e-03
1.842581733275387705e+03,2.458842581733275205e+06,1.280000000000000000e+02,5.113055175781250000e+03,nan,nan,nan
1.842583122180461714e+03,2.458842583122180309e+06,1.280000000000000000e+02,5.163082519531250000e+03,nan,nan,nan
1.842584511086001839e+03,2.458842584511085879e+06,1.280000000000000000e+02,5.195476562500000000e+03,nan,nan,nan
1.842585899991541510e+03,2.458842585899991449e+06,1.280000000000000000e+02,5.149151367187500000e+03,nan,nan,nan
1.842587288897081180e+03,2.458842587288897019e+06,0.000000000000000000e+00,5.197539062500000000e+03,6.186809570312500000e+03,9.060687294950575676e-03,7.664977626816060763e-03
1.842588677802154962e+03,2.458842588677802123e+06,0.000000000000000000e+00,5.193619140625000000e+03,6.181024902343750000e+03,8.299665778081388723e-03,6.722810706521809010e-03
1.842590066707694405e+03,2.458842590066707693e+06,0.000000000000000000e+00,5.202359863281250000e+03,6.195308105468750000e+03,9.996607254597833503e-03,9.049160563232350185e-03
1.842591455613234757e+03,2.458842591455613263e+06,0.000000000000000000e+00,5.187910644531250000e+03,6.177822265625000000e+03,7.191406865062477394e-03,6.201187271879238239e-03
1.842592844518308539e+03,2.458842592844518367e+06,0.000000000000000000e+00,5.172473632812500000e+03,6.156288574218750000e+03,4.194434361846743897e-03,2.693927767202675128e-03
1.842594233423847527e+03,2.458842594233423937e+06,0.000000000000000000e+00,5.191929199218750000e+03,6.180848632812500000e+03,7.971577154528342035e-03,6.694101138004393547e-03
1.842595622329386970e+03,2.458842595622329507e+06,0.000000000000000000e+00,5.185527343750000000e+03,6.178428222656250000e+03,6.728708057907706319e-03,6.299881384151051478e-03
1.842597011234461661e+03,2.458842597011234611e+06,0.000000000000000000e+00,5.167784179687500000e+03,6.149467285156250000e+03,3.284014500360754596e-03,1.582923135100777756e-03
1.842598400140001104e+03,2.458842598400140181e+06,0.000000000000000000e+00,5.176729980468750000e+03,6.179811035156250000e+03,5.020770256533912956e-03,6.525104370415535371e-03
1.842599789045540774e+03,2.458842599789045751e+06,0.000000000000000000e+00,5.194168457031250000e+03,6.185345703125000000e+03,8.406311170019442613e-03,7.426553010707159785e-03
1.842601177950614783e+03,2.458842601177950390e+06,0.000000000000000000e+00,5.183851074218750000e+03,6.170962890625000000e+03,6.403273719665092401e-03,5.083979464308052698e-03
1.842602566856154226e+03,2.458842602566855960e+06,0.000000000000000000e+00,5.184607910156250000e+03,6.175277343750000000e+03,6.550207370779714822e-03,5.786687905915410823e-03
1.842603955761228917e+03,2.458842603955761064e+06,0.000000000000000000e+00,5.197273925781250000e+03,6.187353515625000000e+03,9.009213119108405721e-03,7.753571696978101002e-03
1.842605344666768360e+03,2.458842605344666634e+06,0.000000000000000000e+00,5.194901367187500000e+03,6.182558105468750000e+03,8.548599821840641155e-03,6.972528283100132285e-03
1.842606733571841687e+03,2.458842606733571738e+06,0.000000000000000000e+00,5.180794921875000000e+03,6.175244140625000000e+03,5.809946156874579160e-03,5.781280009352407490e-03
1.842608122477381812e+03,2.458842608122477308e+06,0.000000000000000000e+00,5.190009277343750000e+03,6.178850585937500000e+03,7.598839660217349135e-03,6.368673009546022001e-03
1.842609511382456276e+03,2.458842609511382412e+06,0.000000000000000000e+00,5.178742187500000000e+03,6.170666992187500000e+03,5.411424176690493582e-03,5.035785562586214681e-03
1.842610900287995264e+03,2.458842610900287982e+06,0.000000000000000000e+00,5.202268554687500000e+03,6.189532714843750000e+03,9.978880420560054532e-03,8.108504672859950801e-03
1.842612289193069046e+03,2.458842612289193086e+06,0.000000000000000000e+00,5.176270019531250000e+03,6.161227050781250000e+03,4.931472515017798486e-03,3.498272853035278018e-03
1.842613678098609398e+03,2.458842613678098656e+06,1.280000000000000000e+02,5.127937011718750000e+03,nan,nan,nan
1.842615067003683180e+03,2.458842615067003760e+06,0.000000000000000000e+00,5.179594238281250000e+03,6.169144531250000000e+03,5.576843029074129987e-03,4.787817599601673635e-03
1.842616455909222850e+03,2.458842616455909330e+06,1.280000000000000000e+02,5.177615722656250000e+03,nan,nan,nan
1.842617844814296859e+03,2.458842617844814435e+06,0.000000000000000000e+00,5.183105957031250000e+03,6.175624023437500000e+03,4.956522735257484769e-03,5.843152708262744355e-03
1.842619233719369959e+03,2.458842619233719539e+06,0.000000000000000000e+00,5.175807128906250000e+03,6.180149902343750000e+03,3.206174116350046788e-03,6.580296726512724348e-03
1.842620622624910084e+03,2.458842620622625109e+06,0.000000000000000000e+00,5.184101074218750000e+03,6.172056640625000000e+03,4.788271248113318279e-03,5.248371350723868289e-03
1.842622011529984775e+03,2.458842622011530213e+06,0.000000000000000000e+00,5.180610351562500000e+03,6.173313964843750000e+03,4.062663244679631802e-03,5.178403814844134700e-03
1.842623400435523763e+03,2.458842623400435317e+06,0.000000000000000000e+00,5.183555175781250000e+03,6.169395019531250000e+03,4.443959586157619768e-03,4.466744867428928956e-03
1.842624789340597545e+03,2.458842624789340422e+06,0.000000000000000000e+00,5.175931640625000000e+03,6.160681152343750000e+03,2.887475131951644514e-03,3.037475473744999377e-03
1.842626178245672236e+03,2.458842626178245526e+06,0.000000000000000000e+00,5.196409667968750000e+03,6.185066894531250000e+03,6.715188796339255362e-03,6.931658311749799850e-03
1.842627567151211679e+03,2.458842627567151096e+06,0.000000000000000000e+00,5.197788574218750000e+03,6.185518066406250000e+03,6.958228870193705617e-03,6.919944086591023336e-03
1.842628956056285460e+03,2.458842628956056200e+06,1.280000000000000000e+02,5.158333984375000000e+03,nan,nan,nan
1.842630344961359469e+03,2.458842630344961304e+06,1.280000000000000000e+02,5.162761230468750000e+03,nan,nan,nan
1.842631733866433478e+03,2.458842631733866408e+06,0.000000000000000000e+00,5.194212402343750000e+03,6.182748046875000000e+03,6.115051301927465488e-03,6.294172454603286226e-03
1.842633122771973603e+03,2.458842633122771978e+06,0.000000000000000000e+00,5.186725097656250000e+03,6.176367187500000000e+03,4.539544050211841153e-03,5.019615807153599008e-03
1.842634511677047612e+03,2.458842634511677083e+06,0.000000000000000000e+00,5.182570312500000000e+03,6.176937500000000000e+03,3.701644292636530054e-03,5.109222796676027301e-03
1.842635900582120712e+03,2.458842635900582187e+06,0.000000000000000000e+00,5.201996582031250000e+03,6.195281738281250000e+03,7.453996571492593759e-03,7.871172961974037818e-03
1.842637289487194721e+03,2.458842637289487291e+06,0.000000000000000000e+00,5.168999023437500000e+03,6.153729492187500000e+03,9.299115236696131603e-04,1.099770251679288435e-03
1.842638678392269185e+03,2.458842638678392395e+06,0.000000000000000000e+00,5.193238769531250000e+03,6.180751953125000000e+03,5.526173453889615672e-03,5.296993213587342098e-03
1.842640067297808855e+03,2.458842640067297965e+06,0.000000000000000000e+00,5.210835449218750000e+03,6.198216308593750000e+03,8.875002930635034204e-03,7.927357147694991113e-03
1.842641456202881955e+03,2.458842641456203070e+06,0.000000000000000000e+00,5.178783203125000000e+03,6.170136718750000000e+03,2.664975603041686014e-03,3.246623588479380373e-03
1.842642845107955964e+03,2.458842642845108174e+06,0.000000000000000000e+00,5.183524902343750000e+03,6.162515136718750000e+03,3.440060532361455259e-03,1.982397233504018530e-03
1.842644234013030427e+03,2.458842644234012812e+06,0.000000000000000000e+00,5.178325195312500000e+03,6.169582031250000000e+03,2.312692685010775406e-03,3.113188298908609042e-03
1.842645622918104436e+03,2.458842645622917917e+06,0.000000000000000000e+00,5.190036621093750000e+03,6.176963867187500000e+03,4.524862502925053320e-03,4.286293814993680229e-03
1.842647011823178218e+03,2.458842647011823021e+06,0.000000000000000000e+00,5.163507812500000000e+03,6.153809082031250000e+03,-6.806798709552142057e-04,5.170488790209315511e-04
1.842648400728252000e+03,2.458842648400728125e+06,0.000000000000000000e+00,5.182101074218750000e+03,6.168792968750000000e+03,2.817220012835575105e-03,2.912359854539969817e-03
1.842649789633791670e+03,2.458842649789633695e+06,1.280000000000000000e+02,5.165926757812500000e+03,nan,nan,nan
1.842651178538866361e+03,2.458842651178538799e+06,1.280000000000000000e+02,5.181641113281250000e+03,nan,nan,nan
1.842652567443940370e+03,2.458842652567443904e+06,0.000000000000000000e+00,5.192938964843750000e+03,6.174738281250000000e+03,4.796695957973495794e-03,3.863957268562145941e-03
1.842653956349013242e+03,2.458842653956349008e+06,1.280000000000000000e+02,5.129348144531250000e+03,nan,nan,nan
1.842655345254087933e+03,2.458842655345254112e+06,1.280000000000000000e+02,5.194740234375000000e+03,nan,nan,nan
1.842656734159162625e+03,2.458842656734159216e+06,1.280000000000000000e+02,5.156078613281250000e+03,nan,nan,nan
1.842658123064235951e+03,2.458842658123064321e+06,1.280000000000000000e+02,5.155921386718750000e+03,nan,nan,nan
1.842659511969309733e+03,2.458842659511969425e+06,0.000000000000000000e+00,5.200290527343750000e+03,6.190829101562500000e+03,5.961796631874793917e-03,6.208584168885700194e-03
1.842660900874383515e+03,2.458842660900874529e+06,0.000000000000000000e+00,5.174162597656250000e+03,6.161606933593750000e+03,9.073324190742582118e-04,1.425600350829059337e-03
1.842662289779457524e+03,2.458842662289779633e+06,0.000000000000000000e+00,5.197810546875000000e+03,6.181475585937500000e+03,5.466865434295975490e-03,4.648009870890534856e-03
1.842663678684066326e+03,2.458842663678684272e+06,0.000000000000000000e+00,5.199652343750000000e+03,6.195277832031250000e+03,5.817158293426993865e-03,6.858707841027378294e-03
1.842665067589140335e+03,2.458842665067588910e+06,1.280000000000000000e+02,5.188135253906250000e+03,nan,nan,nan
1.842666456494213435e+03,2.458842666456494015e+06,0.000000000000000000e+00,5.205696777343750000e+03,6.191797363281250000e+03,6.940261820579163299e-03,6.260241503073693536e-03
1.842667845399288126e+03,2.458842667845399119e+06,1.280000000000000000e+02,5.187693359375000000e+03,nan,nan,nan
1.842669234304362817e+03,2.458842669234304223e+06,1.280000000000000000e+02,5.153180175781250000e+03,nan,nan,nan
1.842670623209435917e+03,2.458842670623209327e+06,0.000000000000000000e+00,5.207484863281250000e+03,6.198818847656250000e+03,7.241134471789312244e-03,7.334832372193345051e-03
1.842672012114509926e+03,2.458842672012114432e+06,0.000000000000000000e+00,5.184924316406250000e+03,6.165277832031250000e+03,2.841441930491850343e-03,1.878469215012668059e-03
1.842673401019584389e+03,2.458842673401019536e+06,0.000000000000000000e+00,5.175898437500000000e+03,6.161208984375000000e+03,1.091259207351980010e-03,1.215440522206234775e-03
1.842674789924192737e+03,2.458842674789924175e+06,0.000000000000000000e+00,5.191278808593750000e+03,6.179398925781250000e+03,4.037497074790730167e-03,4.170326222217468626e-03
1.842676178829266519e+03,2.458842676178829279e+06,0.000000000000000000e+00,5.185836425781250000e+03,6.165486328125000000e+03,2.984799206949606543e-03,1.897563921481770777e-03
1.842677567734340300e+03,2.458842677567734383e+06,0.000000000000000000e+00,5.177020996093750000e+03,6.168143554687500000e+03,1.279820250983387808e-03,2.329365839136343652e-03
1.842678956639414309e+03,2.458842678956639487e+06,0.000000000000000000e+00,5.180372070312500000e+03,6.165351562500000000e+03,1.877327418555729821e-03,1.871212674829703104e-03
1.842680345544023112e+03,2.458842680345544126e+06,0.000000000000000000e+00,5.175370605468750000e+03,6.160133789062500000e+03,8.976308894113049774e-04,1.017286733385969200e-03
1.842681734449097121e+03,2.458842681734449230e+06,0.000000000000000000e+00,5.183614257812500000e+03,6.167547851562500000e+03,2.474258345735114162e-03,2.169107901514477632e-03
1.842683123354170220e+03,2.458842683123354334e+06,0.000000000000000000e+00,5.195904296875000000e+03,6.181617675781250000e+03,4.820511716440156746e-03,4.455084267429798572e-03
1.842684512259244229e+03,2.458842684512259439e+06,0.000000000000000000e+00,5.199837402343750000e+03,6.188817382812500000e+03,5.576280665931854230e-03,5.601432613538293026e-03
1.842685901163853032e+03,2.458842685901164077e+06,0.000000000000000000e+00,5.179147460937500000e+03,6.167702636718750000e+03,1.575133569079234519e-03,2.170564063415314493e-03
1.842687290068927041e+03,2.458842687290068716e+06,0.000000000000000000e+00,5.196319824218750000e+03,6.180131347656250000e+03,4.882366099650869984e-03,4.170148600320278121e-03
1.842688678974001050e+03,2.458842688678973820e+06,0.000000000000000000e+00,5.206546875000000000e+03,6.197293457031250000e+03,6.857922000910177118e-03,6.932187642382681148e-03
1.842690067878609170e+03,2.458842690067878459e+06,0.000000000000000000e+00,5.188281738281250000e+03,6.170634277343750000e+03,3.325280431259125535e-03,2.532299692405093339e-03
1.842691456783682952e+03,2.458842691456783563e+06,0.000000000000000000e+00,5.177423339843750000e+03,6.157796875000000000e+03,1.067592643731574142e-03,4.105983884488129121e-04
1.842692845688757643e+03,2.458842692845688667e+06,0.000000000000000000e+00,5.204526855468750000e+03,6.186090820312500000e+03,6.291517580179206703e-03,5.005706800850218130e-03
1.842694234593365763e+03,2.458842694234593306e+06,0.000000000000000000e+00,5.228026855468750000e+03,6.219600097656250000e+03,1.083033956519852126e-02,1.039960141630169588e-02
1.842695623498439090e+03,2.458842695623498410e+06,0.000000000000000000e+00,5.191987792968750000e+03,6.177813964843750000e+03,3.855801956676563336e-03,3.611272379778984742e-03
1.842697012403048120e+03,2.458842697012403049e+06,0.000000000000000000e+00,5.189113769531250000e+03,6.178396484375000000e+03,3.286383735501718917e-03,3.667212574986367102e-03
1.842698401308122584e+03,2.458842698401308153e+06,0.000000000000000000e+00,5.184823730468750000e+03,6.166874023437500000e+03,2.442354357475196025e-03,1.787149545256827565e-03
1.842699790212730022e+03,2.458842699790212791e+06,0.000000000000000000e+00,5.176273925781250000e+03,6.157465820312500000e+03,7.347148073684195424e-04,1.999529028029467526e-04
1.842701179117804031e+03,2.458842701179117896e+06,0.000000000000000000e+00,5.195301269531250000e+03,6.178959472656250000e+03,4.396699416929550353e-03,3.683275870137059371e-03
1.842702568022412834e+03,2.458842702568022534e+06,0.000000000000000000e+00,5.193339843750000000e+03,6.179870117187500000e+03,4.013141331617564589e-03,3.830480440358829952e-03
1.842703956927486843e+03,2.458842703956927639e+06,0.000000000000000000e+00,5.207950683593750000e+03,6.193537597656250000e+03,6.795709602421817763e-03,6.050564879867881274e-03
1.842705345832095190e+03,2.458842705345832277e+06,0.000000000000000000e+00,5.195603027343750000e+03,6.182948730468750000e+03,4.405544574941799851e-03,4.329043127678788849e-03
1.842706734737168972e+03,2.458842706734737381e+06,0.000000000000000000e+00,5.201581542968750000e+03,6.187664550781250000e+03,5.541558812138580592e-03,5.061179648084168647e-03
1.842708123641776638e+03,2.458842708123641554e+06,0.000000000000000000e+00,5.182545410156250000e+03,6.166419921875000000e+03,1.814409752865397962e-03,1.567761593647798435e-03
1.842709512546851101e+03,2.458842709512546659e+06,1.280000000000000000e+02,5.127362304687500000e+03,nan,nan,nan
1.842710901451459904e+03,2.458842710901451297e+06,0.000000000000000000e+00,5.185701171875000000e+03,6.176431640625000000e+03,2.406932070073919405e-03,3.184505762389822081e-03
1.842712290356533231e+03,2.458842712290356401e+06,0.000000000000000000e+00,5.177937500000000000e+03,6.161649902343750000e+03,9.022302047116959045e-04,7.831593226017563580e-04
1.842713679261141351e+03,2.458842713679261040e+06,1.280000000000000000e+02,5.155236328125000000e+03,nan,nan,nan
1.842715068165750381e+03,2.458842715068165679e+06,1.280000000000000000e+02,5.161192382812500000e+03,nan,nan,nan
1.842716457070824163e+03,2.458842716457070783e+06,1.280000000000000000e+02,5.159253906250000000e+03,nan,nan,nan
1.842717845975432510e+03,2.458842717845975421e+06,0.000000000000000000e+00,5.177312011718750000e+03,6.166869628906250000e+03,6.643012671836423522e-04,1.574080682638312467e-03
1.842719234880040858e+03,2.458842719234880060e+06,0.000000000000000000e+00,5.194701660156250000e+03,6.182551269531250000e+03,4.019001972695113167e-03,4.120968445427752869e-03
1.842720623785114640e+03,2.458842720623785164e+06,0.000000000000000000e+00,5.177941894531250000e+03,6.160447753906250000e+03,7.797162048186478955e-04,5.310906509965462874e-04
1.842722012689723670e+03,2.458842722012689803e+06,0.000000000000000000e+00,5.197228515625000000e+03,6.186340820312500000e+03,4.485203791439573706e-03,4.689429197437977592e-03
1.842723401594331790e+03,2.458842723401594441e+06,0.000000000000000000e+00,5.160621582031250000e+03,6.141510742187500000e+03,-2.592572494968803376e-03,-2.612293615680605363e-03
1.842724790499405117e+03,2.458842724790499546e+06,0.000000000000000000e+00,5.178707031250000000e+03,6.160733398437500000e+03,9.028516693130317350e-04,4.768789060616285269e-04
1.842726179404013237e+03,2.458842726179404184e+06,0.000000000000000000e+00,5.183268554687500000e+03,6.166745605468750000e+03,1.775204942224828386e-03,1.435845240495670083e-03
1.842727568308622267e+03,2.458842727568308823e+06,0.000000000000000000e+00,5.184876953125000000e+03,6.168469238281250000e+03,2.078685419975689896e-03,1.697879700073290365e-03
1.842728957213230387e+03,2.458842728957213461e+06,0.000000000000000000e+00,5.185205078125000000e+03,6.166894042968750000e+03,2.134157993749941085e-03,1.402064491002219526e-03
1.842730346118304169e+03,2.458842730346118100e+06,0.000000000000000000e+00,5.177728027343750000e+03,6.162823730468750000e+03,6.878557829996800876e-04,7.290520626423990791e-04
1.842731735022912517e+03,2.458842731735022739e+06,0.000000000000000000e+00,5.182608398437500000e+03,6.175907714843750000e+03,1.625591832066231035e-03,2.838940212502638616e-03
1.842733123927520865e+03,2.458842733123927377e+06,0.000000000000000000e+00,5.210106445312500000e+03,6.204161621093750000e+03,6.935202273665952433e-03,7.413128307004246409e-03
1.842734512832129667e+03,2.458842734512832016e+06,0.000000000000000000e+00,5.191836425781250000e+03,6.179755859375000000e+03,3.372039663128267861e-03,3.397210402678485508e-03
1.842735901736738015e+03,2.458842735901736654e+06,0.000000000000000000e+00,5.185715332031250000e+03,6.176363769531250000e+03,2.169125549972061862e-03,2.833005601397653450e-03
1.842737290641345453e+03,2.458842737290641293e+06,0.000000000000000000e+00,5.188618164062500000e+03,6.172358398437500000e+03,2.727786765007511605e-03,2.170432849017966959e-03
1.842738679545954255e+03,2.458842738679545932e+06,1.280000000000000000e+02,5.150271972656250000e+03,nan,nan,nan
1.842740068451028947e+03,2.458842740068451036e+06,1.280000000000000000e+02,5.169710937500000000e+03,nan,nan,nan
1.842741457355636612e+03,2.458842741457355674e+06,1.280000000000000000e+02,5.159872070312500000e+03,nan,nan,nan
1.842742846260244733e+03,2.458842742846260313e+06,0.000000000000000000e+00,5.178876464843750000e+03,6.164012695312500000e+03,7.427489277458398931e-04,7.613585032979486300e-04
1.842744235164853762e+03,2.458842744235164952e+06,0.000000000000000000e+00,5.199105468750000000e+03,6.190625000000000000e+03,4.645833398200904796e-03,5.082012516911316169e-03
1.842745624069461883e+03,2.458842745624069590e+06,1.280000000000000000e+02,5.186573242187500000e+03,nan,nan,nan
1.842747012974070003e+03,2.458842747012974229e+06,0.000000000000000000e+00,5.190236328125000000e+03,6.173548828125000000e+03,2.921506910320559314e-03,2.307138907551520290e-03
