product_id,service,state,bytes,sha256,md5,retrieved_utc,url,endpoint,query,license,note
eso_harps_metadata,eso,drive_only,23587,c39ed119f0a02daacdfa911d3f880a5c29f08f2e269efe3458f489b85e524505,c223be658c714a2c25e45bc99df80367,2026-09-24T00:42:41Z,https://archive.eso.org/tap_obs,https://archive.eso.org/tap_obs,"SELECT TOP 100 obs_publisher_did, instrument_name, dataproduct_type, target_name, access_url, access_estsize, t_min, t_max, em_min, em_max, proposal_id FROM ivoa.ObsCore WHERE instrument_name = 'HARPS' AND dataproduct_type = 'spectrum'",public release products; per ESO Scientific Data Policy (license recorded honestly),Upload verified by MD5 against the manifest; local staging copy removed 2026-09-24T00:43:46Z.
eso_product_ivo___eso.org_ID_ADP.2014-09-16T11_03_30.940,eso,drive_only,5261760,81bc1128f2e7a78bb9d3ade85c252a256f0d13f2245c0ac3a7b56778bc64d82f,9907996f6f875c7477b8de4ed34671fe,2026-09-24T00:42:47Z,https://dataportal.eso.org/dataPortal/file/ADP.2014-09-16T11:03:30.940,ESO datalink resolution -> product file,"{""datalink_url"": ""https://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-16T11:03:30.940"", ""fits_url"": ""https://dataportal.eso.org/dataPortal/file/ADP.2014-09-16T11:03:30.940"", ""obs_publisher_did"": ""ivo://eso.org/ID?ADP.2014-09-16T11:03:30.940"", ""selection"": ""2 smallest science fits via datalink""}",public release products; per ESO Scientific Data Policy (license recorded honestly),Upload verified by MD5 against the manifest; local staging copy removed 2026-09-24T00:43:46Z.
eso_product_ivo___eso.org_ID_ADP.2014-09-16T11_03_30.947,eso,drive_only,5261760,60661402f01fc0282c06e65cbea7ba7db94450307fe420a616556e03af19d686,ef0de8191429212e958c0e84e41c2df4,2026-09-24T00:42:54Z,https://dataportal.eso.org/dataPortal/file/ADP.2014-09-16T11:03:30.947,ESO datalink resolution -> product file,"{""datalink_url"": ""https://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-16T11:03:30.947"", ""fits_url"": ""https://dataportal.eso.org/dataPortal/file/ADP.2014-09-16T11:03:30.947"", ""obs_publisher_did"": ""ivo://eso.org/ID?ADP.2014-09-16T11:03:30.947"", ""selection"": ""2 smallest science fits via datalink""}",public release products; per ESO Scientific Data Policy (license recorded honestly),Upload verified by MD5 against the manifest; local staging copy removed 2026-09-24T00:43:46Z.
eso_product_ivo___eso.org_ID_ADP.2014-09-16T11_03_30.973,eso,excluded,,,,2026-09-24T00:42:54Z,https://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-16T11:03:30.973,https://archive.eso.org/tap_obs,datalink not resolved (2-product quota),,not fetched; datalink pointer recorded
