service,pack_dir,product_id,dest_rel,state,bytes,sha256,md5,retrieved_utc,url,endpoint,query,license,truncated,extra_json,note
mast,mast,tess2019198215352-s0014-0000000185336364-0150-s_lc.fits,tess_spoc_lc/tess2019198215352-s0014-0000000185336364-0150-s_lc.fits,drive_only,,46a6ebe143d05c7c1627a591cc2062dd1ee3d65b5d8576c7347f6f7f356f8f76,,2026-09-23T18:42:24Z,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast%3ATESS/product/tess2019198215352-s0014-0000000185336364-0150-s_lc.fits,MAST download API https://mast.stsci.edu/api/v0.1/Download/file (dataURI: mast:TESS/product/tess2019198215352-s0014-0000000185336364-0150-s_lc.fits),"{""cone_selected_caom_target_name"": ""185336364"", ""filters"": {""coordinates"": [301.56438605, 44.45688635], ""dataproduct_type"": ""timeseries"", ""obs_collection"": ""TESS"", ""provenance_name"": ""SPOC"", ""radius_deg"": 0.05}, ""interface"": ""astroquery.mast Observations.query_criteria"", ""note"": ""cone search chosen after exact-name probe returned zero rows""}",public archive data (NASA; see mast.stsci.edu for terms),,"{""dataURI"": ""mast:TESS/product/tess2019198215352-s0014-0000000185336364-0150-s_lc.fits"", ""dest_rel"": ""tess_spoc_lc/tess2019198215352-s0014-0000000185336364-0150-s_lc.fits"", ""filters"": ""TESS"", ""instrument_name"": ""Photometer"", ""local_deleted_utc"": ""2026-09-23T20:58:54Z"", ""obs_collection"": ""TESS"", ""obs_id"": ""tess2019198215352-s0014-0000000185336364-0150-s"", ""productFilename"": ""tess2019198215352-s0014-0000000185336364-0150-s_lc.fits"", ""project"": ""TESS"", ""proposal_id"": ""G022046"", ""provenance_name"": ""SPOC"", ""state"": ""drive_only"", ""t_exptime"": 120.0, ""t_max"": 58709.70651229167, ""t_min"": 58682.85483834491, ""tag"": ""TESS SPOC LC | KIC 8462852"", ""target_name"": ""185336364""}",uploaded+verified previously; local copy removed (Drive hosts it)
mast,mast,tess2022217014003-s0055-0000000185336364-0242-s_lc.fits,tess_spoc_lc/tess2022217014003-s0055-0000000185336364-0242-s_lc.fits,drive_only,,3aff0fb742127bb01d772d38dfa6deddbd11bab2ad1741bb8d7547c926c67e29,,2026-09-23T18:43:00Z,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast%3ATESS/product/tess2022217014003-s0055-0000000185336364-0242-s_lc.fits,MAST download API https://mast.stsci.edu/api/v0.1/Download/file (dataURI: mast:TESS/product/tess2022217014003-s0055-0000000185336364-0242-s_lc.fits),"{""cone_selected_caom_target_name"": ""185336364"", ""filters"": {""coordinates"": [301.56438605, 44.45688635], ""dataproduct_type"": ""timeseries"", ""obs_collection"": ""TESS"", ""provenance_name"": ""SPOC"", ""radius_deg"": 0.05}, ""interface"": ""astroquery.mast Observations.query_criteria"", ""note"": ""cone search chosen after exact-name probe returned zero rows""}",public archive data (NASA; see mast.stsci.edu for terms),,"{""dataURI"": ""mast:TESS/product/tess2022217014003-s0055-0000000185336364-0242-s_lc.fits"", ""dest_rel"": ""tess_spoc_lc/tess2022217014003-s0055-0000000185336364-0242-s_lc.fits"", ""filters"": ""TESS"", ""instrument_name"": ""Photometer"", ""local_deleted_utc"": ""2026-09-23T20:58:54Z"", ""obs_collection"": ""TESS"", ""obs_id"": ""tess2022217014003-s0055-0000000185336364-0242-s"", ""productFilename"": ""tess2022217014003-s0055-0000000185336364-0242-s_lc.fits"", ""project"": ""TESS"", ""proposal_id"": ""G04231_G04171_G04126"", ""provenance_name"": ""SPOC"", ""state"": ""drive_only"", ""t_exptime"": 120.0, ""t_max"": 59823.76561449074, ""t_min"": 59796.601809340274, ""tag"": ""TESS SPOC LC | KIC 8462852"", ""target_name"": ""185336364""}",uploaded+verified previously; local copy removed (Drive hosts it)
mast,mast,tess2021258175143-s0043-0000000017308640-0214-s_lc.fits,tess_spoc_lc/tess2021258175143-s0043-0000000017308640-0214-s_lc.fits,drive_only,,36c2965d3a222aa715b06d872f7c40823c0316be6766645f2d49d036b4c33308,,2026-09-23T18:43:37Z,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast%3ATESS/product/tess2021258175143-s0043-0000000017308640-0214-s_lc.fits,MAST download API https://mast.stsci.edu/api/v0.1/Download/file (dataURI: mast:TESS/product/tess2021258175143-s0043-0000000017308640-0214-s_lc.fits),"{""cone_selected_caom_target_name"": ""17308640"", ""filters"": {""coordinates"": [65.49763328, 19.53512011], ""dataproduct_type"": ""timeseries"", ""obs_collection"": ""TESS"", ""provenance_name"": ""SPOC"", ""radius_deg"": 0.05}, ""interface"": ""astroquery.mast Observations.query_criteria"", ""note"": ""cone search chosen after exact-name probe returned zero rows""}",public archive data (NASA; see mast.stsci.edu for terms),,"{""dataURI"": ""mast:TESS/product/tess2021258175143-s0043-0000000017308640-0214-s_lc.fits"", ""dest_rel"": ""tess_spoc_lc/tess2021258175143-s0043-0000000017308640-0214-s_lc.fits"", ""filters"": ""TESS"", ""instrument_name"": ""Photometer"", ""local_deleted_utc"": ""2026-09-23T20:58:54Z"", ""obs_collection"": ""TESS"", ""obs_id"": ""tess2021258175143-s0043-0000000017308640-0214-s"", ""productFilename"": ""tess2021258175143-s0043-0000000017308640-0214-s_lc.fits"", ""project"": ""TESS"", ""proposal_id"": ""G04059_G04240_G04236_G04246_G04181_G04060"", ""provenance_name"": ""SPOC"", ""state"": ""drive_only"", ""t_exptime"": 120.0, ""t_max"": 59498.38083306713, ""t_min"": 59473.66762496528, ""tag"": ""TESS SPOC LC | T Tau"", ""target_name"": ""17308640""}",uploaded+verified previously; local copy removed (Drive hosts it)
mast,mast,tess2021284114741-s0044-0000000017308640-0215-s_lc.fits,tess_spoc_lc/tess2021284114741-s0044-0000000017308640-0215-s_lc.fits,drive_only,,0bdd5088de2d7fa4a370ed139048bc475dd41fd6757abc64925b4607cbe6bc05,,2026-09-23T18:43:49Z,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast%3ATESS/product/tess2021284114741-s0044-0000000017308640-0215-s_lc.fits,MAST download API https://mast.stsci.edu/api/v0.1/Download/file (dataURI: mast:TESS/product/tess2021284114741-s0044-0000000017308640-0215-s_lc.fits),"{""cone_selected_caom_target_name"": ""17308640"", ""filters"": {""coordinates"": [65.49763328, 19.53512011], ""dataproduct_type"": ""timeseries"", ""obs_collection"": ""TESS"", ""provenance_name"": ""SPOC"", ""radius_deg"": 0.05}, ""interface"": ""astroquery.mast Observations.query_criteria"", ""note"": ""cone search chosen after exact-name probe returned zero rows""}",public archive data (NASA; see mast.stsci.edu for terms),,"{""dataURI"": ""mast:TESS/product/tess2021284114741-s0044-0000000017308640-0215-s_lc.fits"", ""dest_rel"": ""tess_spoc_lc/tess2021284114741-s0044-0000000017308640-0215-s_lc.fits"", ""filters"": ""TESS"", ""instrument_name"": ""Photometer"", ""local_deleted_utc"": ""2026-09-23T20:58:54Z"", ""obs_collection"": ""TESS"", ""obs_id"": ""tess2021284114741-s0044-0000000017308640-0215-s"", ""productFilename"": ""tess2021284114741-s0044-0000000017308640-0215-s_lc.fits"", ""project"": ""TESS"", ""proposal_id"": ""G04059_G04240_G04236_G04246_G04181_G04060"", ""provenance_name"": ""SPOC"", ""state"": ""drive_only"", ""t_exptime"": 120.0, ""t_max"": 59523.94479858796, ""t_min"": 59499.696219907404, ""tag"": ""TESS SPOC LC | T Tau"", ""target_name"": ""17308640""}",uploaded+verified previously; local copy removed (Drive hosts it)
mast,mast,tess2018206045859-s0001-0000000441420236-0120-s_lc.fits,tess_spoc_lc/tess2018206045859-s0001-0000000441420236-0120-s_lc.fits,drive_only,,fe601f0f82b7d89c4d303e3c3acaa43efb61e38976b47482efce577e0029c9c3,,2026-09-23T18:44:20Z,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast%3ATESS/product/tess2018206045859-s0001-0000000441420236-0120-s_lc.fits,MAST download API https://mast.stsci.edu/api/v0.1/Download/file (dataURI: mast:TESS/product/tess2018206045859-s0001-0000000441420236-0120-s_lc.fits),"{""cone_selected_caom_target_name"": ""441420236"", ""filters"": {""coordinates"": [311.28971874, -31.34089941], ""dataproduct_type"": ""timeseries"", ""obs_collection"": ""TESS"", ""provenance_name"": ""SPOC"", ""radius_deg"": 0.05}, ""interface"": ""astroquery.mast Observations.query_criteria"", ""note"": ""cone search chosen after exact-name probe returned zero rows""}",public archive data (NASA; see mast.stsci.edu for terms),,"{""dataURI"": ""mast:TESS/product/tess2018206045859-s0001-0000000441420236-0120-s_lc.fits"", ""dest_rel"": ""tess_spoc_lc/tess2018206045859-s0001-0000000441420236-0120-s_lc.fits"", ""filters"": ""TESS"", ""instrument_name"": ""Photometer"", ""local_deleted_utc"": ""2026-09-23T20:58:54Z"", ""obs_collection"": ""TESS"", ""obs_id"": ""tess2018206045859-s0001-0000000441420236-0120-s"", ""productFilename"": ""tess2018206045859-s0001-0000000441420236-0120-s_lc.fits"", ""project"": ""TESS"", ""proposal_id"": ""G011264_G011175_G011180_G011185_G011266_G011176_G011239"", ""provenance_name"": ""SPOC"", ""state"": ""drive_only"", ""t_exptime"": 120.0, ""t_max"": 58352.666054016205, ""t_min"": 58325.399906342594, ""tag"": ""TESS SPOC LC | AU Mic"", ""target_name"": ""441420236""}",uploaded+verified previously; local copy removed (Drive hosts it)
mast,mast,tess2020186164531-s0027-0000000441420236-0189-s_lc.fits,tess_spoc_lc/tess2020186164531-s0027-0000000441420236-0189-s_lc.fits,drive_only,1785600,7a0e1b206bf5927d30d60c15f1b11f7080f519028fbef9e7ffc2555fdb53318e,01e12afa83b9583ded42b089df1f2703,2026-09-24T00:57:12Z,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast%3ATESS/product/tess2020186164531-s0027-0000000441420236-0189-s_lc.fits,MAST download API https://mast.stsci.edu/api/v0.1/Download/file (dataURI: mast:TESS/product/tess2020186164531-s0027-0000000441420236-0189-s_lc.fits),"{""cone_selected_caom_target_name"": ""441420236"", ""filters"": {""coordinates"": [311.28971874, -31.34089941], ""dataproduct_type"": ""timeseries"", ""obs_collection"": ""TESS"", ""provenance_name"": ""SPOC"", ""radius_deg"": 0.05}, ""interface"": ""astroquery.mast Observations.query_criteria"", ""note"": ""cone search chosen after exact-name probe returned zero rows""}",public archive data (NASA; see mast.stsci.edu for terms),,"{""dataURI"": ""mast:TESS/product/tess2020186164531-s0027-0000000441420236-0189-s_lc.fits"", ""filters"": ""TESS"", ""instrument_name"": ""Photometer"", ""obs_collection"": ""TESS"", ""obs_id"": ""tess2020186164531-s0027-0000000441420236-0189-s"", ""productFilename"": ""tess2020186164531-s0027-0000000441420236-0189-s_lc.fits"", ""project"": ""TESS"", ""proposal_id"": ""G03263_G03273_G03141_G03063_G03205_G03272_G03227_G03228_G03226_G03202"", ""provenance_name"": ""SPOC"", ""t_exptime"": 120.0, ""t_max"": 59060.14679251157, ""t_min"": 59035.78253570602, ""tag"": ""TESS SPOC LC | AU Mic"", ""target_name"": ""441420236""}",verified_md5@cygnus:Cygnus/data/tier1/01_mast; local_deleted@2026-09-24T02:06:46Z
mast,mast,tess2025206162959-s0095-0000000441420236-0292-s_lc.fits,tess_spoc_lc/tess2025206162959-s0095-0000000441420236-0292-s_lc.fits,drive_only,,f6c600f434e6be6e87163a3866c056f22a7bb3d88230e86ec34445620debedb4,,2026-09-23T18:44:42Z,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast%3ATESS/product/tess2025206162959-s0095-0000000441420236-0292-s_lc.fits,MAST download API https://mast.stsci.edu/api/v0.1/Download/file (dataURI: mast:TESS/product/tess2025206162959-s0095-0000000441420236-0292-s_lc.fits),"{""cone_selected_caom_target_name"": ""441420236"", ""filters"": {""coordinates"": [311.28971874, -31.34089941], ""dataproduct_type"": ""timeseries"", ""obs_collection"": ""TESS"", ""provenance_name"": ""SPOC"", ""radius_deg"": 0.05}, ""interface"": ""astroquery.mast Observations.query_criteria"", ""note"": ""cone search chosen after exact-name probe returned zero rows""}",public archive data (NASA; see mast.stsci.edu for terms),,"{""dataURI"": ""mast:TESS/product/tess2025206162959-s0095-0000000441420236-0292-s_lc.fits"", ""dest_rel"": ""tess_spoc_lc/tess2025206162959-s0095-0000000441420236-0292-s_lc.fits"", ""filters"": ""TESS"", ""instrument_name"": ""Photometer"", ""local_deleted_utc"": ""2026-09-23T20:58:54Z"", ""obs_collection"": ""TESS"", ""obs_id"": ""tess2025206162959-s0095-0000000441420236-0292-s"", ""productFilename"": ""tess2025206162959-s0095-0000000441420236-0292-s_lc.fits"", ""project"": ""TESS"", ""proposal_id"": ""G07089_G07066"", ""provenance_name"": ""SPOC"", ""state"": ""drive_only"", ""t_exptime"": 120.0, ""t_max"": 60907.046525555554, ""t_min"": 60881.92195451389, ""tag"": ""TESS SPOC LC | AU Mic"", ""target_name"": ""441420236""}",uploaded+verified previously; local copy removed (Drive hosts it)
mast,mast,tess2018206045859-s0001-0000000025155310-0120-s_lc.fits,tess_spoc_lc/tess2018206045859-s0001-0000000025155310-0120-s_lc.fits,drive_only,,12ddd623b04bdd354f27b5c89287b3a25a800d65cdf2733a1d0d04ab98e2d790,,2026-09-23T18:46:12Z,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast%3ATESS/product/tess2018206045859-s0001-0000000025155310-0120-s_lc.fits,MAST download API https://mast.stsci.edu/api/v0.1/Download/file (dataURI: mast:TESS/product/tess2018206045859-s0001-0000000025155310-0120-s_lc.fits),"{""cone_selected_caom_target_name"": ""25155310"", ""filters"": {""coordinates"": [63.37393811, -69.22682267], ""dataproduct_type"": ""timeseries"", ""obs_collection"": ""TESS"", ""provenance_name"": ""SPOC"", ""radius_deg"": 0.05}, ""interface"": ""astroquery.mast Observations.query_criteria"", ""note"": ""cone search chosen after exact-name probe returned zero rows""}",public archive data (NASA; see mast.stsci.edu for terms),,"{""dataURI"": ""mast:TESS/product/tess2018206045859-s0001-0000000025155310-0120-s_lc.fits"", ""dest_rel"": ""tess_spoc_lc/tess2018206045859-s0001-0000000025155310-0120-s_lc.fits"", ""filters"": ""TESS"", ""instrument_name"": ""Photometer"", ""local_deleted_utc"": ""2026-09-23T20:58:54Z"", ""obs_collection"": ""TESS"", ""obs_id"": ""tess2018206045859-s0001-0000000025155310-0120-s"", ""productFilename"": ""tess2018206045859-s0001-0000000025155310-0120-s_lc.fits"", ""project"": ""TESS"", ""proposal_id"": ""G011112_G011183"", ""provenance_name"": ""SPOC"", ""state"": ""drive_only"", ""t_exptime"": 120.0, ""t_max"": 58352.6772030787, ""t_min"": 58324.79374190972, ""tag"": ""TESS SPOC LC | WASP-126"", ""target_name"": ""25155310""}",uploaded+verified previously; local copy removed (Drive hosts it)
mast,mast,tess2018292075959-s0004-0000000025155310-0124-s_lc.fits,tess_spoc_lc/tess2018292075959-s0004-0000000025155310-0124-s_lc.fits,drive_only,1897920,af42661de8ede03b0f7757a70275d924c5f14497753a7ca6f6b891e4872c95a7,8efffba09380a904ff927097dfb33e0f,2026-09-24T00:59:06Z,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast%3ATESS/product/tess2018292075959-s0004-0000000025155310-0124-s_lc.fits,MAST download API https://mast.stsci.edu/api/v0.1/Download/file (dataURI: mast:TESS/product/tess2018292075959-s0004-0000000025155310-0124-s_lc.fits),"{""cone_selected_caom_target_name"": ""25155310"", ""filters"": {""coordinates"": [63.37393811, -69.22682267], ""dataproduct_type"": ""timeseries"", ""obs_collection"": ""TESS"", ""provenance_name"": ""SPOC"", ""radius_deg"": 0.05}, ""interface"": ""astroquery.mast Observations.query_criteria"", ""note"": ""cone search chosen after exact-name probe returned zero rows""}",public archive data (NASA; see mast.stsci.edu for terms),,"{""dataURI"": ""mast:TESS/product/tess2018292075959-s0004-0000000025155310-0124-s_lc.fits"", ""filters"": ""TESS"", ""instrument_name"": ""Photometer"", ""obs_collection"": ""TESS"", ""obs_id"": ""tess2018292075959-s0004-0000000025155310-0124-s"", ""productFilename"": ""tess2018292075959-s0004-0000000025155310-0124-s_lc.fits"", ""project"": ""TESS"", ""proposal_id"": ""G011112_G011183"", ""provenance_name"": ""SPOC"", ""t_exptime"": 120.0, ""t_max"": 58436.33883130787, ""t_min"": 58410.40037152778, ""tag"": ""TESS SPOC LC | WASP-126"", ""target_name"": ""25155310""}",verified_md5@cygnus:Cygnus/data/tier1/01_mast; local_deleted@2026-09-24T02:06:46Z
mast,mast,tess2020212050318-s0028-0000000025155310-0190-s_lc.fits,tess_spoc_lc/tess2020212050318-s0028-0000000025155310-0190-s_lc.fits,drive_only,1848960,7dcaeb109c6cb7fcfe78fa685db1439ad6a610951fbdbff2b721c9284d1c007c,f2a942a7302d7dd7d82bbb2c831b9b45,2026-09-24T00:59:21Z,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast%3ATESS/product/tess2020212050318-s0028-0000000025155310-0190-s_lc.fits,MAST download API https://mast.stsci.edu/api/v0.1/Download/file (dataURI: mast:TESS/product/tess2020212050318-s0028-0000000025155310-0190-s_lc.fits),"{""cone_selected_caom_target_name"": ""25155310"", ""filters"": {""coordinates"": [63.37393811, -69.22682267], ""dataproduct_type"": ""timeseries"", ""obs_collection"": ""TESS"", ""provenance_name"": ""SPOC"", ""radius_deg"": 0.05}, ""interface"": ""astroquery.mast Observations.query_criteria"", ""note"": ""cone search chosen after exact-name probe returned zero rows""}",public archive data (NASA; see mast.stsci.edu for terms),,"{""dataURI"": ""mast:TESS/product/tess2020212050318-s0028-0000000025155310-0190-s_lc.fits"", ""filters"": ""TESS"", ""instrument_name"": ""Photometer"", ""obs_collection"": ""TESS"", ""obs_id"": ""tess2020212050318-s0028-0000000025155310-0190-s"", ""productFilename"": ""tess2020212050318-s0028-0000000025155310-0190-s_lc.fits"", ""project"": ""TESS"", ""proposal_id"": ""G03080_G03278_G03280_G03106"", ""provenance_name"": ""SPOC"", ""t_exptime"": 120.0, ""t_max"": 59086.59771691, ""t_min"": 59061.35041714, ""tag"": ""TESS SPOC LC | WASP-126"", ""target_name"": ""25155310""}",verified_md5@cygnus:Cygnus/data/tier1/01_mast; local_deleted@2026-09-24T02:06:46Z
mast,mast,tess2023181235917-s0067-0000000025155310-0261-s_lc.fits,tess_spoc_lc/tess2023181235917-s0067-0000000025155310-0261-s_lc.fits,drive_only,2027520,b75d908472ab01cab54f56c0c46972f06ebb870ddaf9b6eba4d4fdb8ed6e48a8,e81db47ba69befae74603b85f49ae58e,2026-09-24T00:59:38Z,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast%3ATESS/product/tess2023181235917-s0067-0000000025155310-0261-s_lc.fits,MAST download API https://mast.stsci.edu/api/v0.1/Download/file (dataURI: mast:TESS/product/tess2023181235917-s0067-0000000025155310-0261-s_lc.fits),"{""cone_selected_caom_target_name"": ""25155310"", ""filters"": {""coordinates"": [63.37393811, -69.22682267], ""dataproduct_type"": ""timeseries"", ""obs_collection"": ""TESS"", ""provenance_name"": ""SPOC"", ""radius_deg"": 0.05}, ""interface"": ""astroquery.mast Observations.query_criteria"", ""note"": ""cone search chosen after exact-name probe returned zero rows""}",public archive data (NASA; see mast.stsci.edu for terms),,"{""dataURI"": ""mast:TESS/product/tess2023181235917-s0067-0000000025155310-0261-s_lc.fits"", ""filters"": ""TESS"", ""instrument_name"": ""Photometer"", ""obs_collection"": ""TESS"", ""obs_id"": ""tess2023181235917-s0067-0000000025155310-0261-s"", ""productFilename"": ""tess2023181235917-s0067-0000000025155310-0261-s_lc.fits"", ""project"": ""TESS"", ""proposal_id"": ""G05003"", ""provenance_name"": ""SPOC"", ""t_exptime"": 120.0, ""t_max"": 60153.89572799768, ""t_min"": 60126.14126238426, ""tag"": ""TESS SPOC LC | WASP-126"", ""target_name"": ""25155310""}",verified_md5@cygnus:Cygnus/data/tier1/01_mast; local_deleted@2026-09-24T02:06:46Z
mast,mast,tess2025312202959-s0098-0000000025155310-0298-s_lc.fits,tess_spoc_lc/tess2025312202959-s0098-0000000025155310-0298-s_lc.fits,drive_only,,5d1c954ee885a9dd2366fd88aeb1ded8d51a50b3a5dc56e7f000def3572fcd79,,2026-09-23T18:46:32Z,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast%3ATESS/product/tess2025312202959-s0098-0000000025155310-0298-s_lc.fits,MAST download API https://mast.stsci.edu/api/v0.1/Download/file (dataURI: mast:TESS/product/tess2025312202959-s0098-0000000025155310-0298-s_lc.fits),"{""cone_selected_caom_target_name"": ""25155310"", ""filters"": {""coordinates"": [63.37393811, -69.22682267], ""dataproduct_type"": ""timeseries"", ""obs_collection"": ""TESS"", ""provenance_name"": ""SPOC"", ""radius_deg"": 0.05}, ""interface"": ""astroquery.mast Observations.query_criteria"", ""note"": ""cone search chosen after exact-name probe returned zero rows""}",public archive data (NASA; see mast.stsci.edu for terms),,"{""dataURI"": ""mast:TESS/product/tess2025312202959-s0098-0000000025155310-0298-s_lc.fits"", ""dest_rel"": ""tess_spoc_lc/tess2025312202959-s0098-0000000025155310-0298-s_lc.fits"", ""filters"": ""TESS"", ""instrument_name"": ""Photometer"", ""local_deleted_utc"": ""2026-09-23T20:58:54Z"", ""obs_collection"": ""TESS"", ""obs_id"": ""tess2025312202959-s0098-0000000025155310-0298-s"", ""productFilename"": ""tess2025312202959-s0098-0000000025155310-0298-s_lc.fits"", ""project"": ""TESS"", ""proposal_id"": ""N/A"", ""provenance_name"": ""SPOC"", ""state"": ""drive_only"", ""t_exptime"": 120.0, ""t_max"": 61045.39743417824, ""t_min"": 60987.9998128588, ""tag"": ""TESS SPOC LC | WASP-126"", ""target_name"": ""25155310""}",uploaded+verified previously; local copy removed (Drive hosts it)
mast,mast,tess2018206045859-s0001-0000000410214986-0120-s_lc.fits,tess_spoc_lc/tess2018206045859-s0001-0000000410214986-0120-s_lc.fits,drive_only,,11307cadfffe5af8840f96f279dd035d15e1f667b4f43a2c309ce6868739e655,,2026-09-23T18:46:57Z,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast%3ATESS/product/tess2018206045859-s0001-0000000410214986-0120-s_lc.fits,MAST download API https://mast.stsci.edu/api/v0.1/Download/file (dataURI: mast:TESS/product/tess2018206045859-s0001-0000000410214986-0120-s_lc.fits),"{""cone_selected_caom_target_name"": ""410214986"", ""filters"": {""coordinates"": [354.91450337, -69.19575215], ""dataproduct_type"": ""timeseries"", ""obs_collection"": ""TESS"", ""provenance_name"": ""SPOC"", ""radius_deg"": 0.05}, ""interface"": ""astroquery.mast Observations.query_criteria"", ""note"": ""cone search chosen after exact-name probe returned zero rows""}",public archive data (NASA; see mast.stsci.edu for terms),,"{""dataURI"": ""mast:TESS/product/tess2018206045859-s0001-0000000410214986-0120-s_lc.fits"", ""dest_rel"": ""tess_spoc_lc/tess2018206045859-s0001-0000000410214986-0120-s_lc.fits"", ""filters"": ""TESS"", ""instrument_name"": ""Photometer"", ""local_deleted_utc"": ""2026-09-23T20:58:54Z"", ""obs_collection"": ""TESS"", ""obs_id"": ""tess2018206045859-s0001-0000000410214986-0120-s"", ""productFilename"": ""tess2018206045859-s0001-0000000410214986-0120-s_lc.fits"", ""project"": ""TESS"", ""proposal_id"": ""G011175_G011176_G011250"", ""provenance_name"": ""SPOC"", ""state"": ""drive_only"", ""t_exptime"": 120.0, ""t_max"": 58352.67911841435, ""t_min"": 58324.79592092593, ""tag"": ""TESS SPOC LC | DS Tuc"", ""target_name"": ""410214986""}",uploaded+verified previously; local copy removed (Drive hosts it)
mast,mast,tess2025180145000-s0094-0000000410214986-0291-s_lc.fits,tess_spoc_lc/tess2025180145000-s0094-0000000410214986-0291-s_lc.fits,drive_only,1892160,36fec15460efe416b2d79bc25d4f69d97c8b8217810a3945c80251ba4054771d,b589dd69d5123f5f3043e16d51d3bec3,2026-09-24T01:00:22Z,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast%3ATESS/product/tess2025180145000-s0094-0000000410214986-0291-s_lc.fits,MAST download API https://mast.stsci.edu/api/v0.1/Download/file (dataURI: mast:TESS/product/tess2025180145000-s0094-0000000410214986-0291-s_lc.fits),"{""cone_selected_caom_target_name"": ""410214986"", ""filters"": {""coordinates"": [354.91450337, -69.19575215], ""dataproduct_type"": ""timeseries"", ""obs_collection"": ""TESS"", ""provenance_name"": ""SPOC"", ""radius_deg"": 0.05}, ""interface"": ""astroquery.mast Observations.query_criteria"", ""note"": ""cone search chosen after exact-name probe returned zero rows""}",public archive data (NASA; see mast.stsci.edu for terms),,"{""dataURI"": ""mast:TESS/product/tess2025180145000-s0094-0000000410214986-0291-s_lc.fits"", ""filters"": ""TESS"", ""instrument_name"": ""Photometer"", ""obs_collection"": ""TESS"", ""obs_id"": ""tess2025180145000-s0094-0000000410214986-0291-s"", ""productFilename"": ""tess2025180145000-s0094-0000000410214986-0291-s_lc.fits"", ""project"": ""TESS"", ""proposal_id"": ""G07157_G07066"", ""provenance_name"": ""SPOC"", ""t_exptime"": 120.0, ""t_max"": 60881.4915558912, ""t_min"": 60855.99525920139, ""tag"": ""TESS SPOC LC | DS Tuc"", ""target_name"": ""410214986""}",verified_md5@cygnus:Cygnus/data/tier1/01_mast; local_deleted@2026-09-24T02:06:46Z
mast,mast,tess2026086090000-s0102-0000000410214986-0304-s_lc.fits,tess_spoc_lc/tess2026086090000-s0102-0000000410214986-0304-s_lc.fits,drive_only,1808640,a928d6bdf44097b5fce81efc6e03d7e950692a362e59be6d23d0a67056a98ece,fd0951afde632a752de5c9d5d9ec75b1,2026-09-24T01:00:34Z,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast%3ATESS/product/tess2026086090000-s0102-0000000410214986-0304-s_lc.fits,MAST download API https://mast.stsci.edu/api/v0.1/Download/file (dataURI: mast:TESS/product/tess2026086090000-s0102-0000000410214986-0304-s_lc.fits),"{""cone_selected_caom_target_name"": ""410214986"", ""filters"": {""coordinates"": [354.91450337, -69.19575215], ""dataproduct_type"": ""timeseries"", ""obs_collection"": ""TESS"", ""provenance_name"": ""SPOC"", ""radius_deg"": 0.05}, ""interface"": ""astroquery.mast Observations.query_criteria"", ""note"": ""cone search chosen after exact-name probe returned zero rows""}",public archive data (NASA; see mast.stsci.edu for terms),,"{""dataURI"": ""mast:TESS/product/tess2026086090000-s0102-0000000410214986-0304-s_lc.fits"", ""filters"": ""TESS"", ""instrument_name"": ""Photometer"", ""obs_collection"": ""TESS"", ""obs_id"": ""tess2026086090000-s0102-0000000410214986-0304-s"", ""productFilename"": ""tess2026086090000-s0102-0000000410214986-0304-s_lc.fits"", ""project"": ""TESS"", ""proposal_id"": ""G08119_G08041_G08195"", ""provenance_name"": ""SPOC"", ""t_exptime"": 120.0, ""t_max"": 61151.20721462963, ""t_min"": 61126.85882482639, ""tag"": ""TESS SPOC LC | DS Tuc"", ""target_name"": ""410214986""}",verified_md5@cygnus:Cygnus/data/tier1/01_mast; local_deleted@2026-09-24T02:06:47Z
