hpx,n,x,y,z
556,80,0.817034394774445,0.24722435811927523,0.520725453755387
10585,318,-0.08802902048115592,-0.7396916166692973,-0.667015173531625
1048,64,-0.7328444856955049,0.6646290079697902,0.1449645895087834
7782,56,-0.2664896123515143,-0.963743314780911,0.0029474310552345287
3584,146,0.3575694956937034,-0.8648212801937222,0.3522277154189384
10177,92,-0.6926425603971162,0.6595052733536371,-0.29174842088614616
11190,57,-0.7913103458094056,-0.5580054820936815,-0.2495386038654008
9490,347,-0.5354455873996727,0.05837518615399337,-0.8424218327522088
3295,176,0.6382583750771964,-0.5244519861645499,0.5633816273100725
12025,149,0.3260694285749813,-0.8478908438311907,-0.417847810681009
11997,106,0.438633191392292,-0.7734628439521117,-0.4573643311983622
1206,71,-0.5230506171652001,0.7440878134450835,0.41542764613197264
6171,70,-0.8761639171522225,-0.04239965756409677,-0.47997351211716555
7445,119,0.5257414853024355,-0.8341571747165183,-0.16616436838991153
10091,99,-0.7035140043868565,0.6378492160630467,-0.3131528355457637
742,209,0.5743223130605986,0.09326182094476357,0.8131512225568368
4167,38,0.8909915533764013,0.22227355474105948,-0.3956676505801273
1597,97,-0.31629568486950116,0.7133045656298448,0.6252833487467756
11566,46,0.5634814596547336,-0.27323796936977257,-0.7795105112796482
2997,33,-0.27163383583897766,-0.13244240757657208,0.9531487124077914
10073,64,-0.8210468691083377,0.46298482000501207,-0.3336786576151221
2477,51,-0.4296944775767045,-0.5620125047115737,0.7066426577138488
4607,45,0.8773749019502894,0.36298721609571544,0.31349588392880756
8745,63,0.5811015600290397,0.05967391683303138,-0.8114975954706882
2761,34,-0.6360952230482141,-0.2018748656653763,0.7445813586037512
5753,103,0.21769441399458325,0.9724517325132929,0.08239537566664985
11380,68,0.43734847625019924,-0.1701754937083446,-0.8829406129978112
7526,155,0.4922620164404901,-0.8703536665219859,8.746000020540053E-4
11102,77,-0.4722866844860799,-0.8315034707079498,-0.2921803963025824
4047,75,0.1630471890490231,-0.1610753491577838,0.9732774327624653
1062,73,-0.643826915354884,0.746511461056612,0.16735662534779147
5684,65,0.3336671366025266,0.9367776641768464,-0.10465046059918626
11486,77,0.48095038093771714,-0.4013576580410219,-0.779380199798784
3478,161,0.6660886726326452,-0.3335897852694389,0.6669760126501207
118,135,0.4889252149926129,0.7669363516066234,0.41544974950944397
3886,160,0.3080285710219632,-0.4432105944254655,0.8417113706532062
