source_id,ra,dec,g,bp_rp,parallax,pmra,pmdec,teff_gspphot
4666502071847363072,63.324863866277624,-69.12057843956347,8.076969,1.1919894,3.0448480288247306,3.8050983705723587,25.490720274272263,
4666493275754236544,63.12660053504004,-69.30848870521577,11.066007,0.7024803,3.7505900962705776,28.729298270084428,29.569869547272297,6130.4927
4666498154837086208,63.374730924614425,-69.22658520404269,11.066118,0.8583622,4.593314645950738,63.26655424764546,53.43038087244856,5675.52
4666547426701885696,62.96452069684338,-69.19279698756827,11.246709,0.8760557,3.2209919448771047,24.418979168979096,11.133538423979617,5671.991
4666483444572756224,63.60388627938948,-69.34099564835529,11.457616,1.369276,10.616195040317619,137.96118160998935,152.16254038132016,4606.7734
4666494787582743424,63.401183408448595,-69.36857245107714,11.523631,1.203351,1.0101379428660722,9.236139087149084,21.35389598947723,
4666494439689030400,62.913240099900705,-69.24587495237043,11.791948,1.102848,0.9378696353134239,13.278815608892105,15.652102403223642,5828.0586
4666495852734621824,63.24132079252731,-69.34281381865472,11.919434,0.65125656,1.5790145372310491,7.810363399215581,-2.3501559792455233,6388.8584
4666492652982638976,62.97034561924411,-69.35524617573775,12.046771,1.3684292,0.5126978312726606,11.554605425527418,19.45571662914914,4891.9927
4666495371698291200,63.426134282664414,-69.32452543246522,12.252921,0.7783966,2.615441224759695,24.59045391333468,25.314005821070598,5916.488
4666495887094359936,63.2627572024948,-69.33296383431191,12.268012,0.8722162,3.3630286475036657,18.6355723781314,10.718475345730448,5436.3716
4666501522091550336,63.28238784492972,-69.1609579486556,12.876778,1.2225876,0.3844531224388116,-1.0838412677177114,5.068020901250744,
4668004176529681408,63.23444723236161,-69.06977266461934,12.960898,0.79797745,1.7644943849760397,7.227528770427897,10.44491396184118,5724.7085
4666484342222371584,63.85229695586224,-69.32990758954605,13.157344,0.8465786,2.090362701587319,13.295430557587775,27.685475628951735,5715.8965
4666502724682392576,63.22240913564619,-69.13326881689557,13.281665,0.93728065,1.4488858072157405,16.85816214311091,20.84955376592962,5480.366
4666488912067481472,63.31298650976242,-69.3982789646432,13.3546,1.0245743,2.562898446244761,23.033182485450087,17.30911483700968,5246.6924
4667986927941003776,63.79028224298738,-69.22160629613052,13.3877535,0.81559944,1.1120262749183203,14.636235844619108,5.4681753142598,5647.033
4667999709763694080,63.54602853232984,-69.17897318673451,13.425633,0.8004856,1.2336534064458908,11.529587742675456,14.175706395034737,
4667987271538387584,63.90161243537072,-69.18445822648273,13.588491,1.1435661,0.5520699614768014,11.021060836702091,10.751608032547228,5305.3936
4668003386255672448,63.34471580741905,-69.08969831752057,13.672331,0.92102814,2.059627447472506,7.739349356875131,-17.805610177525338,5590.042
4666501655234085760,63.363819886264615,-69.16750425147448,13.717199,1.031765,0.4583130007657712,-1.4124119732027767,-10.834305220515983,
4666502003127886464,63.267592385803255,-69.12370808999108,13.755111,1.0371466,0.2099734777038288,5.702181557894493,2.6976773452990055,5898.5146
4666498528497894912,63.501603541133605,-69.19346025533702,13.8200865,0.7640219,1.1034434103645612,4.607561076685249,-23.808371053597394,6037.993
4666549728804346368,62.94863553516179,-69.10703322418297,13.904006,1.2138004,0.2142679879919929,3.567477257365717,2.883223910280548,4875.659
4666496230691744256,63.3815976924413,-69.29124646579598,14.087276,0.85275745,1.3451115724933809,10.486930443315579,5.27772210531886,5483.767
4666541448107408128,62.84496768807239,-69.22619763698233,14.098536,1.2170792,2.740889213322802,-5.573536660243484,0.7980643008398908,4889.514
4666489977219361152,63.22785551457683,-69.3495679085087,14.108639,0.86779785,1.116402388099091,18.43811089248093,5.7249661499055335,5929.0093
4666502174926460672,63.169187333800046,-69.17328261340603,14.130362,0.75679874,0.864668318467754,-2.0721557254946394,7.107196555025752,5891.56
4666489874140147712,63.17468103940608,-69.38465422548857,14.159293,0.80742836,0.9632206558410706,7.790602154485755,-4.551461022792534,5909.3335
4666541237652688256,62.85953356207613,-69.26045972115165,14.216669,0.7528181,0.7094855879993248,-0.46418447323037526,12.62702713966341,5946.8403
4668003008298577152,63.40692515339291,-69.1317049941246,14.327789,0.81646824,0.890381728596108,3.0095955617403876,9.562051968344774,5608.8794
4666501900048687360,63.30326785453292,-69.16263201503655,14.36213,0.8211012,0.5378058639476999,2.7113186114843773,8.737275656189748,5739.12
4666496608648859392,63.30855351773042,-69.25091346331403,14.401271,1.149622,0.7311808761406038,12.90353419362188,10.213061621845439,
4667986893581264768,63.74688980951341,-69.21966054160876,14.459773,0.7253685,0.7779494700566638,-0.1666178895088417,6.269145213171261,6128.719
4666497433282687104,63.63435080207158,-69.23244316884437,14.510809,2.079733,4.861953735166606,38.89639928597558,39.72898662952675,
4667999774186668800,63.52760950498929,-69.15906869241132,14.520088,0.8329487,0.9663044885155979,-2.8420203620167053,7.478658352426147,5691.62
4666496127612534272,63.4096121984537,-69.32183328225874,14.5306,1.2895184,2.522814153051208,-5.519081917787292,-8.15925148276403,4657.1313
4666484891978103424,63.68372282405847,-69.33863027600479,14.663406,0.7101822,0.6947975398643274,7.265923453956479,14.277541372493966,6641.681
4666498081821986432,63.385200332439986,-69.23411896210582,14.689988,0.9320545,0.7106226010805634,8.724995554613779,8.937584028652774,5348.405
4667986859221545216,63.72962142721833,-69.23540914604142,14.786946,1.0896378,1.6305688764143513,10.056571330266078,18.186761456506474,5095.7563
4666492932156854656,63.10506990081896,-69.34139660360798,14.789198,0.9406223,1.2137658042807817,8.458280676283959,17.88142353359408,5268.0356
4666496471209907840,63.285606593696016,-69.28228022216936,14.811246,1.1728363,0.08195841783651239,2.675529986277996,1.778495850831998,4967.2275
4666496539929386112,63.35527852204811,-69.26816064582029,14.826661,1.2852421,2.246576243979581,-0.2667492332495325,-21.737537405850926,4522.5723
4666499597946094464,63.27551077172546,-69.23372728728287,14.828796,0.8574276,1.0004204042936868,7.573742997244717,-22.418012148591902,5836.883
4666502278005672448,63.134795803198216,-69.15467911608054,14.872024,0.87136936,0.6248669166843547,10.422537999278498,-4.482120364882955,5503.1284
4667985897148854272,63.903852230853786,-69.25517936285829,14.87712,0.9975672,1.1658017495380142,6.158253632314842,25.665051413469442,5457.5215
4667999366166289024,63.74074088766906,-69.13878717313456,14.904259,0.93317795,0.6691387439166118,0.13617721504082292,7.6356837749048525,5571.959
4666494272186635520,62.87055556106951,-69.28369614626352,14.945733,0.7676525,0.38224465175251227,0.6697402176300744,4.800051626505408,6017.407
4666488671549321216,63.43897103367188,-69.41604793234455,14.96469,0.89909744,0.9519507983341925,59.08175608059355,14.350885290020686,6006.72
4667998988208123136,63.62857991421,-69.1876678367304,14.981246,0.92941,1.0285855743986496,-8.983252771399597,1.116013950053881,5761.73
4666489942859624064,63.224226821086155,-69.36124646305251,15.024361,1.021492,1.1931656308136602,4.241306843299398,-6.726545389478206,5218.071
4667999778483170688,63.53417254190158,-69.16600003454414,15.108436,1.226614,2.0615086569252212,21.86867232060522,-9.032362840617644,
4667998919489691008,63.669836739062156,-69.18884883083653,15.123653,1.5009384,2.1462292128483234,4.309270306107939,20.559512323865455,4606.305
4666496024533313024,63.306903745944496,-69.31491710471495,15.171399,1.0200148,0.9933232929895578,12.765729394020928,8.408914503102343,5067.046
4666489839780411392,63.22577538983934,-69.3777588148312,15.260785,0.87669563,0.582963831820616,-0.8775211843315689,3.7183895376436507,5420.184
4666483380149612928,63.63641184925749,-69.34491546646909,15.297093,0.91705513,0.9440066524656623,3.167537176040974,25.35227828663001,5649.2656
4666501693890242560,63.32945315469771,-69.16207830742741,15.314635,2.463132,7.782675209451751,27.562810156843238,102.2687216809629,3551.425
4666498532794313216,63.51898178354916,-69.19107436818027,15.317309,1.51091,1.879473617682517,-10.701768956637965,2.364326245160515,
4666482796034146304,63.57431042576521,-69.40515529715343,15.354641,1.0576477,1.0911954327064926,1.9049120045190975,3.7041325109897723,5258.212
4667999847202625024,63.58818850711632,-69.16008684057346,15.364059,0.8080435,0.7016819289488635,9.93496893908842,-2.8688384021007236,5630.5615
4666493997308733696,62.94569909324195,-69.29970587291123,15.374024,0.934947,0.8688522414177537,-7.079266382402123,-17.1264602149888,5332.81
4666547529781097728,62.85691173297192,-69.2034936640878,15.423831,1.1295757,0.34183923434043245,0.11056341369760325,-0.44679397708686397,5194.6455
4666496333770956800,63.36068335511615,-69.28253405815218,15.517448,0.91290855,0.5545118123575947,8.0139777762692,-1.4444665509702528,5823.1206
4666488912067482752,63.32548063401431,-69.39968326156868,15.532465,0.97608185,0.611151055882876,6.01253313453101,-1.024547915093891,5353.0874
4666496986605995904,63.54967587100894,-69.28427751195409,15.540179,0.80570126,0.48129481911649385,23.51615048430399,2.4392354083073173,6301.7495
4666489908499885056,63.20122619927993,-69.36430370183001,15.556045,0.71936226,0.6695503182601772,16.031250599252775,-8.293623124341675,6467.304
4666489564902509952,63.29804449195195,-69.39589599357134,15.576457,0.8975048,0.743893690648533,3.628854843729646,8.349612234257757,5652.6006
4666484544085022080,63.860348200339565,-69.29290366116777,15.628364,0.85580444,0.7110180675094455,2.8673849565146607,-2.629592202222305,5737.2554
4666501522091550848,63.28811380402383,-69.1752257976355,15.6340885,0.7982979,0.6712660010090808,14.194659785351202,12.611178388780791,5822.0083
4666488808988268160,63.323357681850474,-69.40346771258758,15.649894,0.8030491,0.46977767005655036,9.210854622301747,4.131725914836783,5854.4272
4668000774915558400,63.556282346932065,-69.0628964264038,15.672675,1.1022491,0.9459028586959388,12.304467784127207,26.013823039646905,4892.4546
4666500594378496512,63.074106178113475,-69.21638887236574,15.674473,1.1236763,0.6247962588920526,2.4452802754632206,3.6233061005071345,4883.0977
4666489427463550464,63.162472673240195,-69.39801248140186,15.68655,1.076683,0.32935490618276153,1.804753639295098,2.565051400971278,5218.449
4666485063776876416,63.66084337114422,-69.30160463397159,15.714818,2.1348467,3.172226188048239,19.20060377473225,6.484388157983495,5063.987
4666497433282687488,63.64163438269926,-69.23567608804775,15.729313,1.0649605,1.1162249057745532,12.860639298865538,23.119714706377586,5118.775
4666501590811026688,63.25933016882518,-69.15566548684224,15.740809,1.9514551,-0.012526374350089547,1.9667860275819458,-0.4819028622784841,4405.774
4668000156440268672,63.51906433764985,-69.12174591366615,15.74473,1.2207041,1.2105970325808173,12.523328595352739,5.869483754277936,4725.4688
4666484514021062784,63.84651309983348,-69.30177787972465,15.748944,2.684966,12.008622606120175,204.76503451120178,-18.897135536472724,3353.0625
4666483414509350784,63.594096645866394,-69.35372929690207,15.756524,2.7027864,-0.06074757201399376,1.935539683649449,-0.5393165626976651,
4666485647892428032,63.72173066447034,-69.25052872498537,15.791469,0.8492689,0.563878161306957,7.595858944957166,-1.885804938562763,5772.5386
