source_id,ra,dec,g,bp_rp,parallax,pmra,pmdec,teff_gspphot
1778204593274036224,332.52964759266706,19.829491683952796,9.363519,1.192399,3.8245299437042726,47.731703427081214,8.166226429309408,
1778205933303833984,332.3688037176188,19.79752262279846,9.853484,0.7169037,3.2075363560651757,20.159942943410115,-7.791783880594338,
1778189165751515392,332.51103967819995,19.662180632224246,10.050478,1.599596,1.1886199156060189,-2.0707006540116915,1.6158224329198703,
1778201019861250688,332.4153819464914,19.69565179102127,10.108809,1.190422,1.0145305161612421,2.60914828372692,-8.766148617419692,5022.5845
1778216378664292864,332.5745802642457,19.99575783019457,10.691439,0.8854914,3.7831602734290892,-37.59109720591564,-64.1331320242151,5783.469
1778208480219454848,332.3689554266958,19.875471253213707,11.032632,1.3723173,0.5867071767500955,-6.40461856905352,3.098668273257701,4715.347
1778215004274759168,332.4690806551522,19.938048962439037,11.341074,0.84834766,3.4526106322549004,-24.236892212725405,2.7044390296363914,
1778209682810272640,332.5701915677928,19.832909387643507,11.396083,1.4949026,0.5681335212232397,-4.300036544165935,-9.032959024057757,4332.2617
1778206796592271488,332.3421268344754,19.832433879935333,11.402667,0.60515594,1.6730659537291628,-2.87024894506892,-12.075367492043092,6636.429
1778201505192580992,332.4256605007775,19.7241667088629,11.820326,0.7949467,3.8640190249693065,38.84512418436254,35.78363400879588,5899.9556
1778190918098169344,332.559862143174,19.724892184087842,12.099229,0.8880024,2.5215719368503553,6.039105011684914,-9.72071444416828,5524.3774
1778191536573459200,332.56643558334054,19.749443454186473,12.257915,1.2363873,0.6760167274739395,-4.204139034118821,-7.26850766826677,4732.8267
1778215416591619200,332.4927288268774,19.954302507168425,12.388482,0.6985178,2.1108078500190106,5.204693743472803,-1.5904400317898397,6123.597
1778199752845874944,332.6878203705301,19.861968134926748,12.561085,0.9304285,1.7228211684268138,7.595679995001894,-9.393503415371326,5507.323
1778204735007954432,332.4798478704695,19.828867779858932,12.609973,0.9052782,2.7130481472466164,7.222354800009544,-20.160085922379587,5479.1567
1778191055537123072,332.51533157423887,19.71542453675511,12.70467,1.2101889,0.4935071851524921,-1.8662217513239956,1.7839938881430184,5351.5737
1778200921076990208,332.3768828084012,19.67092369438643,12.862254,0.77151966,1.0775280220924564,0.19622059790570434,-7.8997807101959125,5933.177
1778200783638032640,332.41238503039835,19.66654246804476,12.901613,1.391715,0.31581440657932147,1.7263320478062096,-0.8764346285631326,
1778197278944706176,332.62773678954784,19.76157231772266,13.030899,1.2678347,0.43969988072428645,-8.948961439320247,-2.7455715637654854,4628.7954
