TIME_stored,BJD_like,QUALITY,SAP_FLUX,PDCSAP_FLUX,SAP_frac_resid_2d,PDCSAP_frac_resid_2d
2.485353389125902595e+03,2.459485353389125783e+06,4.096000000000000000e+03,4.859250488281250000e+03,nan,nan,nan
2.485354778144229840e+03,2.459485354778144043e+06,4.096000000000000000e+03,4.828105468750000000e+03,nan,nan,nan
2.485356167162570728e+03,2.459485356167162769e+06,4.096000000000000000e+03,4.886831054687500000e+03,nan,nan,nan
2.485357556180897973e+03,2.459485357556181028e+06,4.096000000000000000e+03,4.841008789062500000e+03,nan,nan,nan
2.485358945199224308e+03,2.459485358945199288e+06,4.096000000000000000e+03,4.853409179687500000e+03,nan,nan,nan
2.485360334217551554e+03,2.459485360334217548e+06,4.096000000000000000e+03,4.878168945312500000e+03,nan,nan,nan
2.485361723235877889e+03,2.459485361723235808e+06,4.096000000000000000e+03,4.844171386718750000e+03,nan,nan,nan
2.485363112254205134e+03,2.459485363112254068e+06,4.096000000000000000e+03,4.850333496093750000e+03,nan,nan,nan
2.485364501272516918e+03,2.459485364501272328e+06,4.096000000000000000e+03,4.831652343750000000e+03,nan,nan,nan
2.485365890290829611e+03,2.459485365890291054e+06,4.096000000000000000e+03,4.866799804687500000e+03,nan,nan,nan
2.485367279309141395e+03,2.459485367279309314e+06,4.096000000000000000e+03,4.871505371093750000e+03,nan,nan,nan
2.485368668327454088e+03,2.459485368668327574e+06,4.096000000000000000e+03,4.851607421875000000e+03,nan,nan,nan
2.485370057345751320e+03,2.459485370057345834e+06,4.096000000000000000e+03,4.855625976562500000e+03,nan,nan,nan
2.485371446364063559e+03,2.459485371446364094e+06,4.096000000000000000e+03,4.855211425781250000e+03,nan,nan,nan
2.485372835382361700e+03,2.459485372835382354e+06,4.096000000000000000e+03,4.873962402343750000e+03,nan,nan,nan
2.485374224400660296e+03,2.459485374224400613e+06,4.096000000000000000e+03,4.854199707031250000e+03,nan,nan,nan
2.485375613418942521e+03,2.459485375613418873e+06,4.096000000000000000e+03,4.867518066406250000e+03,nan,nan,nan
2.485377002437239298e+03,2.459485377002437133e+06,4.096000000000000000e+03,4.854984863281250000e+03,nan,nan,nan
2.485378391455522888e+03,2.459485378391455393e+06,4.096000000000000000e+03,4.868108398437500000e+03,nan,nan,nan
2.485379780473805567e+03,2.459485379780473653e+06,4.096000000000000000e+03,4.866997558593750000e+03,nan,nan,nan
2.485381169492089157e+03,2.459485381169491913e+06,4.096000000000000000e+03,4.816503417968750000e+03,nan,nan,nan
2.485382558510371837e+03,2.459485382558510173e+06,4.096000000000000000e+03,4.875309570312500000e+03,nan,nan,nan
2.485383947528640874e+03,2.459485383947528433e+06,4.096000000000000000e+03,4.837638671875000000e+03,nan,nan,nan
2.485385336546923554e+03,2.459485385336546693e+06,4.096000000000000000e+03,4.845978515625000000e+03,nan,nan,nan
2.485386725565192592e+03,2.459485386725565419e+06,4.096000000000000000e+03,4.862880859375000000e+03,nan,nan,nan
2.485388114583460720e+03,2.459485388114583679e+06,4.096000000000000000e+03,4.853688964843750000e+03,nan,nan,nan
2.485389503601714296e+03,2.459485389503601938e+06,4.096000000000000000e+03,4.839240234375000000e+03,nan,nan,nan
2.485390892619983788e+03,2.459485390892620198e+06,4.096000000000000000e+03,4.842171386718750000e+03,nan,nan,nan
2.485392281638238728e+03,2.459485392281638458e+06,4.096000000000000000e+03,4.868866210937500000e+03,nan,nan,nan
2.485393670656492304e+03,2.459485393670656718e+06,4.096000000000000000e+03,4.863617675781250000e+03,nan,nan,nan
2.485395059674746790e+03,2.459485395059674978e+06,4.096000000000000000e+03,4.847650390625000000e+03,nan,nan,nan
2.485396448693000366e+03,2.459485396448692773e+06,4.096000000000000000e+03,4.870026367187500000e+03,nan,nan,nan
2.485397837711240300e+03,2.459485397837711032e+06,4.096000000000000000e+03,4.849908691406250000e+03,nan,nan,nan
2.485399226729479324e+03,2.459485399226729292e+06,4.096000000000000000e+03,4.882533691406250000e+03,nan,nan,nan
2.485400615747719257e+03,2.459485400615747552e+06,4.096000000000000000e+03,4.839149414062500000e+03,nan,nan,nan
2.485402004765958281e+03,2.459485402004765812e+06,4.096000000000000000e+03,4.859544921875000000e+03,nan,nan,nan
2.485403393784198215e+03,2.459485403393784072e+06,4.096000000000000000e+03,4.862519042968750000e+03,nan,nan,nan
2.485404782802422687e+03,2.459485404782802332e+06,4.096000000000000000e+03,4.854471679687500000e+03,nan,nan,nan
2.485406171820661712e+03,2.459485406171820592e+06,4.096000000000000000e+03,4.858424804687500000e+03,nan,nan,nan
2.485407560838887093e+03,2.459485407560838852e+06,4.096000000000000000e+03,4.855340820312500000e+03,nan,nan,nan
2.485408949857097014e+03,2.459485408949857112e+06,4.096000000000000000e+03,4.868068847656250000e+03,nan,nan,nan
