name,tic,ra_deg,dec_deg,tmag,depth_ppm,duration_h,t0_bjd,disposition,toi_rowupdate,score,rationale,rank
TOI-224.01,70797900,1.977969,-29.979603,11.1427,101204.8459939,1.9189212,2458365.843684,APC,2026-02-02 16:00:02,82830.42291643811,"depth 101205 ppm, duration 1.92 h, Tmag 11.14 → score 82830",1
TOI-588.01,130415266,104.74986,-47.023366,7.3123,7758.0,6.186,2459981.725943,PC,2024-01-29 16:02:02,66526.50881565086,"depth 7758 ppm, duration 6.19 h, Tmag 7.31 → score 66527",2
TOI-1986.01,468997317,144.023758,-51.744648,8.135,12479.7176832,4.8967771,2459256.974533,APC,2021-10-29 12:59:15,65186.83998530845,"depth 12480 ppm, duration 4.90 h, Tmag 8.13 → score 65187",3
TOI-573.01,296780789,142.346908,-14.511711,12.519,156034.718417,1.7245219,2458524.632416,APC,2024-09-19 10:08:01,64232.614319973145,"depth 156035 ppm, duration 1.72 h, Tmag 12.52 → score 64233",4
TOI-1356.01,277566483,311.19458,54.502161,8.9468,8802.0,17.486,2459849.242233,PC,2023-05-19 10:10:02,59781.47155665703,"depth 8802 ppm, duration 17.49 h, Tmag 8.95 → score 59781",5
TOI-850.01,423670610,9.765924,-17.221806,11.3488,58957.4,3.283,2458384.40921,APC,2021-10-29 12:59:15,57400.247421139924,"depth 58957 ppm, duration 3.28 h, Tmag 11.35 → score 57400",6
TOI-6806.01,144327080,355.545706,-47.913029,11.3272,48641.0,3.914,2460202.860746,APC,2024-08-22 10:08:01,52224.333436580484,"depth 48641 ppm, duration 3.91 h, Tmag 11.33 → score 52224",7
TOI-671.01,151681127,166.888906,-40.206918,9.1379,16111.0,4.694,2460021.290156,APC,2023-05-11 16:02:02,51917.53212252504,"depth 16111 ppm, duration 4.69 h, Tmag 9.14 → score 51918",8
TOI-890.01,333607525,100.36319,-12.285043,10.936,41820.0,3.51,2459226.741148,APC,2022-07-11 16:02:02,50914.04319940544,"depth 41820 ppm, duration 3.51 h, Tmag 10.94 → score 50914",9
TOI-447.01,14091633,77.260156,-36.464478,8.8695,17914.4576673,2.542935,2459176.31925,APC,2021-10-29 12:59:15,48080.75678156514,"depth 17914 ppm, duration 2.54 h, Tmag 8.87 → score 48081",10
TOI-352.01,47423120,342.067547,-24.838685,11.014,44708.7,2.783,2458356.83006,APC,2021-12-06 16:02:02,46757.21605619643,"depth 44709 ppm, duration 2.78 h, Tmag 11.01 → score 46757",11
TOI-1433.01,13684720,305.538257,36.064784,12.4647,107230.4220068,1.710953,2458695.010937,APC,2026-09-18 16:00:01,45081.36474777356,"depth 107230 ppm, duration 1.71 h, Tmag 12.46 → score 45081",12
TOI-4543.01,435336785,55.140851,13.552772,6.7943,4820.0,4.551,2460212.247805,PC,2024-11-15 16:02:02,45002.89536306584,"depth 4820 ppm, duration 4.55 h, Tmag 6.79 → score 45003",13
TOI-1059.01,380783252,269.714503,-60.922727,9.7825,25387.7438512,2.2611055,2460852.860658,PC,2026-08-13 16:00:02,42197.28616390789,"depth 25388 ppm, duration 2.26 h, Tmag 9.78 → score 42197",14
TOI-585.01,190990336,134.373008,-39.778423,8.9544,11569.0,4.835,2460009.617078,APC,2023-04-12 16:02:02,41173.146758358154,"depth 11569 ppm, duration 4.83 h, Tmag 8.95 → score 41173",15
TOI-1656.01,267694283,63.230018,53.68705,8.54941,6669.0,9.386,2459935.313412,APC,2023-02-03 16:02:02,39849.143597208255,"depth 6669 ppm, duration 9.39 h, Tmag 8.55 → score 39849",16
TOI-340.01,80439101,11.747329,-44.369951,12.6435,53558.5635109,5.9888165,2459088.695472,PC,2024-03-14 10:08:02,38797.11422683135,"depth 53559 ppm, duration 5.99 h, Tmag 12.64 → score 38797",17
TOI-1976.01,329888006,212.846611,-50.069977,8.8681,7400.0,8.903,2459360.021406,APC,2021-10-29 12:59:15,37186.03779958867,"depth 7400 ppm, duration 8.90 h, Tmag 8.87 → score 37186",18
TOI-316.01,8988289,354.759157,-9.882022,13.1186,95718.1,2.561,2458365.98759,APC,2022-07-20 12:03:42,36431.651470094075,"depth 95718 ppm, duration 2.56 h, Tmag 13.12 → score 36432",19
TOI-121.01,207081058,331.867517,-41.815511,9.9358,15041.0,5.504,2459074.32911,APC,2023-11-15 16:02:02,36345.94155290111,"depth 15041 ppm, duration 5.50 h, Tmag 9.94 → score 36346",20
TOI-5575.01,160162137,241.248539,85.204724,14.0127,145640.0,2.347,2459747.65944,PC,2024-08-22 10:08:01,35155.81861336139,"depth 145640 ppm, duration 2.35 h, Tmag 14.01 → score 35156",21
TOI-911.01,389070884,262.335243,-38.645969,7.9771,9234.7778037,2.1129476,2460842.577739,APC,2026-08-31 16:00:01,34076.17295650235,"depth 9235 ppm, duration 2.11 h, Tmag 7.98 → score 34076",22
TOI-668.01,102195674,154.191741,-42.559071,11.3425,30199.2684097,3.827504,2459283.065609,APC,2021-10-29 12:59:15,31838.620963265817,"depth 30199 ppm, duration 3.83 h, Tmag 11.34 → score 31839",23
TOI-3501.01,98957720,181.000805,-28.325347,10.7413,26220.0,2.87,2459313.471423,APC,2023-01-25 10:10:01,31572.839052451945,"depth 26220 ppm, duration 2.87 h, Tmag 10.74 → score 31573",24
TOI-1124.01,128790976,300.212928,-43.982529,7.2235,5634.0,2.408,2460149.391758,APC,2023-09-14 10:08:02,31401.11605128308,"depth 5634 ppm, duration 2.41 h, Tmag 7.22 → score 31401",25
TOI-1379.01,252490659,344.35978,53.140835,10.3842,18121.2,4.119,2459871.438619,APC,2023-01-30 16:02:02,30813.629020449174,"depth 18121 ppm, duration 4.12 h, Tmag 10.38 → score 30814",26
TOI-173.01,270341214,33.458853,-80.582711,8.8784,6350.8299407,8.0780445,2458333.410136,PC,2024-03-11 10:08:02,30255.449127639586,"depth 6351 ppm, duration 8.08 h, Tmag 8.88 → score 30255",27
TOI-1949.01,334125713,182.772117,-52.672196,9.4306,11700.0,3.882,2459331.900044,PC,2023-01-24 16:02:02,29963.574918179238,"depth 11700 ppm, duration 3.88 h, Tmag 9.43 → score 29964",28
TOI-1019.01,341420329,120.147994,-54.878552,10.6348,20796.9416293,3.7078139,2459232.446864,PC,2024-02-16 10:08:02,29894.991687264013,"depth 20797 ppm, duration 3.71 h, Tmag 10.63 → score 29895",29
TOI-4597.01,68573534,73.705654,22.146384,7.82403,6900.0,2.526,2459523.197223,PC,2024-11-21 12:03:02,29871.687950606058,"depth 6900 ppm, duration 2.53 h, Tmag 7.82 → score 29872",30
TOI-2137.01,23059280,274.143956,34.173012,12.2186,40979.435014,3.8543682,2459011.027941,APC,2026-09-18 16:00:01,28961.601014731983,"depth 40979 ppm, duration 3.85 h, Tmag 12.22 → score 28962",31
TOI-630.01,123898871,90.916011,-19.04084,9.84786,13100.0,4.042,2459226.360983,APC,2024-09-19 10:08:01,28248.63390018021,"depth 13100 ppm, duration 4.04 h, Tmag 9.85 → score 28249",32
TOI-3487.01,301160638,255.113012,-67.781031,10.1862,14340.0,4.452,2459378.988034,APC,2024-08-22 10:08:01,27770.69375037223,"depth 14340 ppm, duration 4.45 h, Tmag 10.19 → score 27771",33
TOI-5149.01,286094277,310.458865,48.028314,10.4815,11052.8460427,9.708321,2459814.873357,PC,2024-11-01 10:08:02,27589.64958044701,"depth 11053 ppm, duration 9.71 h, Tmag 10.48 → score 27590",34
TOI-1229.01,140760434,74.130396,-74.920333,10.779,11479.375547,11.2567164,2459970.491644,APC,2023-07-12 10:10:02,26904.45049903724,"depth 11479 ppm, duration 11.26 h, Tmag 10.78 → score 26904",35
TOI-450.01,77951245,79.005088,-31.412694,12.4258,56325.9173745,2.1121584,2459182.487384,APC,2021-10-29 12:59:15,26786.225222546374,"depth 56326 ppm, duration 2.11 h, Tmag 12.43 → score 26786",36
TOI-6650.01,64837857,338.805332,54.773557,10.0252,10524.0,6.584,2460582.711665,PC,2025-01-09 16:02:01,26692.284830660723,"depth 10524 ppm, duration 6.58 h, Tmag 10.03 → score 26692",37
TOI-3223.01,297668572,180.606425,-66.529163,13.2272,48110.0,5.755,2459358.775725,PC,2024-08-22 10:08:01,26110.670295781387,"depth 48110 ppm, duration 5.75 h, Tmag 13.23 → score 26111",38
TOI-3716.01,155351556,68.005803,36.012476,12.3186,29180.0,6.711,2458832.542018,PC,2024-08-22 10:08:01,25987.16518376404,"depth 29180 ppm, duration 6.71 h, Tmag 12.32 → score 25987",39
TOI-3491.01,208719443,245.267413,-59.510555,11.8844,32410.0,3.549,2459383.386266,PC,2024-08-22 10:08:01,25636.104351449365,"depth 32410 ppm, duration 3.55 h, Tmag 11.88 → score 25636",40
TOI-1455.01,387259626,308.670288,66.440384,10.1543,17749.0,2.385,2460656.395911,APC,2025-07-23 16:00:01,25530.427152466906,"depth 17749 ppm, duration 2.38 h, Tmag 10.15 → score 25530",41
TOI-7714.01,423785115,70.919714,-26.650255,11.2457,20632.2954454,4.791716,2461002.68347,PC,2026-04-10 12:04:53,25447.96642224603,"depth 20632 ppm, duration 4.79 h, Tmag 11.25 → score 25448",42
TOI-2108.01,347538174,247.481601,21.495162,10.223,16385.4766601,2.9266235,2459698.971706,APC,2026-09-18 16:00:01,25295.45568857435,"depth 16385 ppm, duration 2.93 h, Tmag 10.22 → score 25295",43
TOI-760.01,162362398,169.414385,-44.017088,10.6171,13386.1311036,6.2659032,2458578.666284,APC,2023-01-24 16:02:02,25218.945018499435,"depth 13386 ppm, duration 6.27 h, Tmag 10.62 → score 25219",44
TOI-2183.01,1715469662,283.489697,37.380825,8.0348,4370.0,5.442,2459789.284328,PC,2025-09-19 12:04:41,25200.00956897172,"depth 4370 ppm, duration 5.44 h, Tmag 8.03 → score 25200",45
TOI-7780.01,437346961,225.13792,-19.599006,11.4508,33283.8914982,2.1567737,2460798.73817,PC,2026-06-08 12:03:46,25059.72997841051,"depth 33284 ppm, duration 2.16 h, Tmag 11.45 → score 25060",46
TOI-5379.01,328325110,112.424109,50.6838,9.59788,10765.0,3.633,2459942.544324,APC,2024-11-09 12:03:10,24692.822415896517,"depth 10765 ppm, duration 3.63 h, Tmag 9.60 → score 24693",47
TOI-4494.01,40466976,293.328194,33.482606,7.3664,3821.0,3.67,2460318.212526,PC,2024-04-02 10:08:02,24616.71342288271,"depth 3821 ppm, duration 3.67 h, Tmag 7.37 → score 24617",48
TOI-3157.01,456962262,201.47318,-59.18126,13.6244,66566.1005931,3.6626984,2460043.13808,PC,2025-07-22 12:04:25,24003.451617689076,"depth 66566 ppm, duration 3.66 h, Tmag 13.62 → score 24003",49
TOI-706.01,219345200,74.752657,-49.736179,8.3643,4851.4092337,5.4244096,2458434.911525,PC,2024-09-11 10:08:01,23998.50281565551,"depth 4851 ppm, duration 5.42 h, Tmag 8.36 → score 23999",50
TOI-2613.01,52315301,22.910564,-67.609909,13.1488,35221.1348039,8.2467072,2460155.218217,PC,2026-07-17 12:03:25,23723.766024374792,"depth 35221 ppm, duration 8.25 h, Tmag 13.15 → score 23724",51
TOI-7018.01,156512187,221.073871,77.946044,12.9092,39235.0,5.276,2460352.534386,PC,2025-01-01 12:03:18,23604.024154089242,"depth 39235 ppm, duration 5.28 h, Tmag 12.91 → score 23604",52
TOI-3241.01,241326434,204.13817,-51.044343,11.7754,34050.0,2.445,2459351.726265,PC,2024-08-22 10:08:01,23505.881801033203,"depth 34050 ppm, duration 2.44 h, Tmag 11.78 → score 23506",53
TOI-1861.01,323295479,130.80013,-83.061258,9.9486,8950.6397547,6.5036652,2460782.962341,PC,2026-08-13 16:00:02,23372.93041625746,"depth 8951 ppm, duration 6.50 h, Tmag 9.95 → score 23373",54
TOI-6022.01,455947620,340.001249,60.8235,13.7057,107974.2359543,1.41745,2459854.589182,PC,2024-01-16 12:02:50,23331.035458446004,"depth 107974 ppm, duration 1.42 h, Tmag 13.71 → score 23331",55
TOI-5670.01,860207014,141.823519,-50.356655,10.3918,9117.0,9.085,2459297.645648,PC,2026-03-06 12:03:41,22943.222698498645,"depth 9117 ppm, duration 9.09 h, Tmag 10.39 → score 22943",56
TOI-5394.01,61109252,154.574508,17.396435,8.0152,5720.0,2.582,2459561.627836,APC,2024-02-15 12:03:00,22926.309329445972,"depth 5720 ppm, duration 2.58 h, Tmag 8.02 → score 22926",57
TOI-1192.01,158276040,286.550056,44.0808,10.4999,14807.0,3.768,2460524.90576,APC,2024-10-18 10:08:02,22831.92469908344,"depth 14807 ppm, duration 3.77 h, Tmag 10.50 → score 22832",58
TOI-6564.01,453668803,205.817879,-56.156449,9.5687,8800.6144816,4.5181131,2460071.370156,PC,2024-05-24 12:03:10,22816.632419393867,"depth 8801 ppm, duration 4.52 h, Tmag 9.57 → score 22817",59
TOI-3012.01,437560683,141.416611,-54.841235,13.7563,63491.9490893,4.0267639,2459991.459725,PC,2024-01-17 10:08:02,22591.06694799816,"depth 63492 ppm, duration 4.03 h, Tmag 13.76 → score 22591",60
TOI-621.01,30828562,134.718341,-43.452796,8.1327,6080.0,2.388,2459304.418696,APC,2024-10-10 10:08:04,22201.419373392,"depth 6080 ppm, duration 2.39 h, Tmag 8.13 → score 22201",61
TOI-7814.01,279356,278.536261,-23.340781,9.2344,7336.4465621,4.2539374,2460824.499411,PC,2026-06-08 12:03:46,21527.882077826933,"depth 7336 ppm, duration 4.25 h, Tmag 9.23 → score 21528",62
TOI-6815.01,233964924,36.351144,-65.055381,13.169,44474.0,4.309,2460196.836562,PC,2026-01-03 12:03:46,21453.316442667077,"depth 44474 ppm, duration 4.31 h, Tmag 13.17 → score 21453",63
TOI-3460.01,39858507,255.920846,-30.770097,8.82719,5156.2450745,5.8682678,2459364.8901,PC,2026-08-31 16:00:01,21436.33391330436,"depth 5156 ppm, duration 5.87 h, Tmag 8.83 → score 21436",64
TOI-7464.01,251090642,139.793743,53.594557,13.0912,45278.8810079,3.8624508,2459580.868263,PC,2026-07-17 12:03:25,21433.207360095614,"depth 45279 ppm, duration 3.86 h, Tmag 13.09 → score 21433",65
TOI-1351.01,1718201850,286.746549,71.712195,10.3267,14536.0,2.928,2460654.56565,APC,2026-09-18 16:00:01,21398.85078964064,"depth 14536 ppm, duration 2.93 h, Tmag 10.33 → score 21399",66
TOI-2645.01,372818426,67.136823,-56.515644,12.3956,43370.0,2.134,2460014.422616,PC,2025-07-09 10:08:02,21021.641706830535,"depth 43370 ppm, duration 2.13 h, Tmag 12.40 → score 21022",67
TOI-764.01,181159386,174.302837,-38.307191,11.1689,13883.4017678,6.5350826,2458574.583993,APC,2023-01-24 16:02:02,20717.69486390419,"depth 13883 ppm, duration 6.54 h, Tmag 11.17 → score 20718",68
TOI-6798.01,290403522,330.958061,-72.44083,10.2912,6829.0,11.966,2460136.574569,PC,2024-08-22 10:08:01,20658.158820604756,"depth 6829 ppm, duration 11.97 h, Tmag 10.29 → score 20658",69
TOI-1149.01,117789567,300.774016,26.892025,7.9172,5082.9417064,2.3817612,2459770.330784,APC,2022-10-17 12:03:06,20470.301396913215,"depth 5083 ppm, duration 2.38 h, Tmag 7.92 → score 20470",70
TOI-4381.01,305767364,263.167427,-64.352997,12.2907,39324.5082012,2.2238426,2459362.92619,PC,2022-08-19 12:02:36,20420.920878381625,"depth 39325 ppm, duration 2.22 h, Tmag 12.29 → score 20421",71
TOI-3048.01,304426002,177.796145,-65.316829,12.3662,29540.0,4.173,2459358.750411,PC,2024-08-22 10:08:01,20295.26298854703,"depth 29540 ppm, duration 4.17 h, Tmag 12.37 → score 20295",72
TOI-2349.01,405452527,143.259339,-13.830634,11.8929,18730.0,6.656,2459997.913355,APC,2023-10-17 16:02:02,20209.91253725576,"depth 18730 ppm, duration 6.66 h, Tmag 11.89 → score 20210",73
TOI-162.01,99493790,317.639908,-23.305817,11.6834,24530.0,3.185,2459078.393053,APC,2022-03-29 16:02:01,20163.794680164432,"depth 24530 ppm, duration 3.19 h, Tmag 11.68 → score 20164",74
TOI-3972.01,284206913,9.305074,61.205097,10.7486,16120.0,3.112,2459903.238824,PC,2024-09-08 10:08:02,20144.886815034657,"depth 16120 ppm, duration 3.11 h, Tmag 10.75 → score 20145",75
TOI-527.01,148228019,101.188744,-36.657354,8.2488,5526.7158766,2.5607235,2458470.73838,APC,2024-09-07 10:08:02,19810.182752521807,"depth 5527 ppm, duration 2.56 h, Tmag 8.25 → score 19810",76
TOI-768.01,229811538,198.635626,-24.14419,12.2864,25630.0,4.881,2459316.29169,APC,2023-01-24 16:02:02,19757.091446926406,"depth 25630 ppm, duration 4.88 h, Tmag 12.29 → score 19757",77
TOI-7420.01,259188347,350.770489,38.468237,13.4473,50048.0,3.66,2460592.498987,PC,2025-05-02 12:03:25,19573.444995127382,"depth 50048 ppm, duration 3.66 h, Tmag 13.45 → score 19573",78
TOI-3531.01,316038054,321.377492,55.722936,10.711,13073.8770598,4.3118658,2459825.332652,APC,2024-09-08 10:08:02,19567.575337976024,"depth 13074 ppm, duration 4.31 h, Tmag 10.71 → score 19568",79
TOI-6036.01,129756316,34.836888,40.993944,9.74061,7191.0,5.814,2460623.037278,APC,2025-07-08 10:08:01,19539.11110709398,"depth 7191 ppm, duration 5.81 h, Tmag 9.74 → score 19539",80
TOI-6568.01,253126207,194.684003,-58.476742,11.1102,15418.7232538,4.3786259,2460068.759071,PC,2026-06-11 12:03:27,19349.838040573075,"depth 15419 ppm, duration 4.38 h, Tmag 11.11 → score 19350",81
TOI-7388.01,124573902,158.903163,-5.355998,17.007,767910.313098,0.3988306,2460718.288712,APC,2025-09-05 10:08:01,19244.415992908158,"depth 767910 ppm, duration 0.40 h, Tmag 17.01 → score 19244",82
TOI-7610.01,121341000,129.250045,-3.530909,11.7985,20133.8745178,4.7045956,2460700.970803,PC,2025-11-21 12:03:40,19076.052395403716,"depth 20134 ppm, duration 4.70 h, Tmag 11.80 → score 19076",83
TOI-4422.01,263748033,270.051173,-31.608593,9.944,8881.0,4.324,2460845.951194,PC,2026-08-13 16:00:02,18949.80357816506,"depth 8881 ppm, duration 4.32 h, Tmag 9.94 → score 18950",84
TOI-1114.01,409934330,302.147728,-71.552443,8.1129,4840.6796243,2.632,2460850.449695,APC,2026-08-24 10:08:02,18727.046234503166,"depth 4841 ppm, duration 2.63 h, Tmag 8.11 → score 18727",85
TOI-3586.01,286080865,310.219074,50.922722,12.3944,31070.0,3.276,2459810.521522,PC,2024-09-20 12:02:42,18669.52204503964,"depth 31070 ppm, duration 3.28 h, Tmag 12.39 → score 18670",86
TOI-1528.01,285543785,13.222022,60.891685,9.716,8146.5394648,3.9821296,2459885.284263,APC,2026-09-18 16:00:01,18528.0989252118,"depth 8147 ppm, duration 3.98 h, Tmag 9.72 → score 18528",87
TOI-6106.01,258234731,127.019217,-24.166962,11.646,19637.6137844,4.0307342,2459964.624513,APC,2023-03-31 12:03:09,18474.844623162757,"depth 19638 ppm, duration 4.03 h, Tmag 11.65 → score 18475",88
TOI-2782.01,306903715,98.004524,16.585417,13.3612,39314.879177,4.7630352,2460234.255467,PC,2024-11-15 16:02:02,18249.83073820617,"depth 39315 ppm, duration 4.76 h, Tmag 13.36 → score 18250",89
TOI-4427.01,207339000,135.049261,72.147747,11.3427,20287.618268,2.7008637,2459940.464211,PC,2025-12-09 12:03:42,17965.627822290313,"depth 20288 ppm, duration 2.70 h, Tmag 11.34 → score 17966",90
TOI-1709.01,29119552,118.629831,45.807841,10.2061,10850.0,3.311,2459597.198308,PC,2023-02-27 10:10:02,17955.162027688202,"depth 10850 ppm, duration 3.31 h, Tmag 10.21 → score 17955",91
TOI-6137.01,44295981,343.651105,24.096972,14.5158,143020.0,0.995,2459852.35875,PC,2025-08-22 12:04:12,17829.875640550716,"depth 143020 ppm, duration 0.99 h, Tmag 14.52 → score 17830",92
TOI-830.01,281924357,129.756861,-74.763114,10.9303,17981.6903217,2.2981691,2458584.453568,PC,2024-06-03 10:08:02,17760.758316670872,"depth 17982 ppm, duration 2.30 h, Tmag 10.93 → score 17761",93
TOI-5861.01,11034516,297.980126,24.038241,12.5375,26130.0,4.769,2459771.875591,PC,2026-07-08 12:04:59,17735.893445661386,"depth 26130 ppm, duration 4.77 h, Tmag 12.54 → score 17736",94
TOI-3312.01,332314607,272.905634,-36.782023,12.5578,29490.0,3.794,2458672.498932,PC,2024-08-22 10:08:01,17687.37712550767,"depth 29490 ppm, duration 3.79 h, Tmag 12.56 → score 17687",95
TOI-4398.01,214243287,260.799238,-51.024433,9.933,8852.0,3.718,2460852.366238,APC,2026-08-26 16:00:02,17603.381373490854,"depth 8852 ppm, duration 3.72 h, Tmag 9.93 → score 17603",96
TOI-2031.01,470127886,331.117808,81.565951,10.7609,12240.9298817,4.0584797,2459886.04634,PC,2023-02-21 16:02:01,17370.651177030864,"depth 12241 ppm, duration 4.06 h, Tmag 10.76 → score 17371",97
TOI-1461.01,44631965,22.236394,35.864854,11.3805,20260.8743805,2.6185972,2458767.31752,APC,2026-09-18 16:00:01,17361.71142831843,"depth 20261 ppm, duration 2.62 h, Tmag 11.38 → score 17362",98
TOI-3098.01,163260812,173.137772,-46.315267,11.315,15681.823373,4.1038025,2460015.103725,PC,2024-09-10 10:08:02,17337.632130820082,"depth 15682 ppm, duration 4.10 h, Tmag 11.31 → score 17338",99
TOI-1457.01,176860064,354.836651,45.719851,7.1145,2760.0,2.752,2460602.885963,APC,2025-05-02 16:23:22,17291.524997464436,"depth 2760 ppm, duration 2.75 h, Tmag 7.11 → score 17292",100
TOI-395.01,38541473,56.304651,-10.973454,10.7706,15346.1553014,2.5796829,2458415.515103,APC,2024-10-10 10:08:04,17284.73602536033,"depth 15346 ppm, duration 2.58 h, Tmag 10.77 → score 17285",101
TOI-3033.01,398725538,161.953093,-68.150937,13.5836,53030.0,2.867,2458622.814434,APC,2024-08-22 10:08:01,17239.135116986396,"depth 53030 ppm, duration 2.87 h, Tmag 13.58 → score 17239",102
TOI-811.01,100757807,88.030314,-32.925074,10.9339,12570.0,4.418,2459193.531565,PC,2024-04-25 10:08:01,17185.73589687308,"depth 12570 ppm, duration 4.42 h, Tmag 10.93 → score 17186",103
TOI-2889.01,355796887,132.225584,-61.904997,12.973,32300.0,4.33,2459325.238907,PC,2024-08-22 10:08:01,17094.109063447817,"depth 32300 ppm, duration 4.33 h, Tmag 12.97 → score 17094",104
TOI-4646.01,286696849,72.799607,50.097926,12.2257,26516.4016202,3.2002668,2459915.972155,PC,2023-03-06 16:02:02,17020.318444170232,"depth 26516 ppm, duration 3.20 h, Tmag 12.23 → score 17020",105
TOI-3657.01,381544766,30.003263,38.529964,12.328,30000.0,2.736,2459906.54207,PC,2026-07-10 12:04:13,16985.537764342913,"depth 30000 ppm, duration 2.74 h, Tmag 12.33 → score 16986",106
TOI-2826.01,123462119,102.832655,-11.586243,12.8565,39070.0,2.621,2459224.572139,PC,2024-08-22 10:08:01,16973.715621049323,"depth 39070 ppm, duration 2.62 h, Tmag 12.86 → score 16974",107
TOI-3490.01,394492339,155.199044,-78.832021,12.5911,35470.0,2.448,2459374.125286,PC,2024-08-22 10:08:01,16828.557663765238,"depth 35470 ppm, duration 2.45 h, Tmag 12.59 → score 16829",108
TOI-4015.01,85429139,53.419992,68.612667,10.767,13560.0,3.115,2459738.474297,PC,2024-08-22 10:08:01,16810.812916730065,"depth 13560 ppm, duration 3.12 h, Tmag 10.77 → score 16811",109
TOI-2954.01,464328419,155.841298,-55.678986,12.3743,26550.0,3.546,2459323.567576,PC,2024-08-22 10:08:01,16752.27875772045,"depth 26550 ppm, duration 3.55 h, Tmag 12.37 → score 16752",110
TOI-334.01,233964642,36.498718,-63.647607,9.5498,9906.0,1.889,2460188.713023,APC,2023-11-16 16:02:02,16751.523179043088,"depth 9906 ppm, duration 1.89 h, Tmag 9.55 → score 16752",111
TOI-2690.01,92359852,52.231039,-19.974666,10.732,13830.0,2.873,2459167.712302,PC,2024-08-22 10:08:01,16733.623492373456,"depth 13830 ppm, duration 2.87 h, Tmag 10.73 → score 16734",112
TOI-3995.01,347210614,1.595472,56.192444,12.1602,22004.0,4.211,2459870.688806,APC,2024-08-22 10:08:01,16697.607839620916,"depth 22004 ppm, duration 4.21 h, Tmag 12.16 → score 16698",113
TOI-1985.01,469212332,148.390562,-58.376077,9.9681,8750.0,3.466,2460027.634922,APC,2023-05-11 10:10:01,16531.122046156368,"depth 8750 ppm, duration 3.47 h, Tmag 9.97 → score 16531",114
TOI-1190.01,287196418,292.734132,59.403853,9.80529,7178.687343,4.4293079,2458684.218698,APC,2026-09-18 16:00:01,16525.513915536645,"depth 7179 ppm, duration 4.43 h, Tmag 9.81 → score 16526",115
TOI-709.01,396720998,65.655386,-54.147179,13.987,52579.8740908,3.8827521,2458392.822001,APC,2022-10-23 12:02:37,16519.213775607248,"depth 52580 ppm, duration 3.88 h, Tmag 13.99 → score 16519",116
TOI-1717.01,149833117,104.628546,67.677336,9.52339,8976.0,2.169,2460310.509106,PC,2025-08-21 16:00:02,16463.97204160631,"depth 8976 ppm, duration 2.17 h, Tmag 9.52 → score 16464",117
TOI-4726.01,409009431,92.729819,-13.166915,12.1022,26010.0,2.775,2459223.153269,PC,2024-08-22 10:08:01,16456.286735309117,"depth 26010 ppm, duration 2.77 h, Tmag 12.10 → score 16456",118
TOI-919.01,150167117,93.413565,-62.219723,11.1835,17515.7129689,2.5785744,2459045.82948,APC,2024-09-07 10:08:02,16308.636506811861,"depth 17516 ppm, duration 2.58 h, Tmag 11.18 → score 16309",119
TOI-6027.01,368678195,12.740739,68.185903,13.8504,57872.8336091,2.7440612,2459882.348252,PC,2024-11-29 12:02:58,16277.647659322723,"depth 57873 ppm, duration 2.74 h, Tmag 13.85 → score 16278",120
TOI-2159.01,270515566,264.45404,47.230289,10.8595,9532.8684021,6.3759473,2459394.063416,APC,2026-09-18 16:00:01,16203.019593250263,"depth 9533 ppm, duration 6.38 h, Tmag 10.86 → score 16203",121
TOI-4505.01,150299840,95.241796,-60.955781,10.4223,7062.8806063,7.7309404,2459068.264739,PC,2024-02-16 10:08:02,16167.319740301587,"depth 7063 ppm, duration 7.73 h, Tmag 10.42 → score 16167",122
TOI-2455.01,434260570,64.243824,14.771562,12.986,47110.570638,1.8316316,2459177.19495,PC,2024-11-18 10:08:02,16118.975253100285,"depth 47111 ppm, duration 1.83 h, Tmag 12.99 → score 16119",123
TOI-3234.01,260776145,189.182345,-52.057029,12.5913,25250.0,4.428,2459321.376877,PC,2024-09-01 12:02:56,16110.357898267512,"depth 25250 ppm, duration 4.43 h, Tmag 12.59 → score 16110",124
TOI-1371.01,162130054,331.117705,31.018767,9.948,9323.7410843,2.8316961,2459828.494058,APC,2026-09-18 16:00:01,16069.913023686768,"depth 9324 ppm, duration 2.83 h, Tmag 9.95 → score 16070",125
TOI-7467.01,319855425,99.590888,5.146009,10.1775,9746.1892654,3.1970994,2460684.810785,PC,2026-07-17 12:03:25,16058.793382646021,"depth 9746 ppm, duration 3.20 h, Tmag 10.18 → score 16059",126
TOI-5626.01,376645976,198.298761,31.638404,9.80675,9757.0,2.267,2460376.255958,PC,2025-08-01 10:05:58,16058.02260920198,"depth 9757 ppm, duration 2.27 h, Tmag 9.81 → score 16058",127
TOI-1482.01,252616865,345.994881,52.562695,10.0687,7555.0,4.775,2459872.298444,PC,2024-11-15 16:02:02,15994.886277743004,"depth 7555 ppm, duration 4.78 h, Tmag 10.07 → score 15995",128
TOI-454.01,153077621,49.659937,-42.642329,9.441,8002.7855656,2.3867987,2460981.953505,APC,2026-03-04 16:00:01,15993.70482165803,"depth 8003 ppm, duration 2.39 h, Tmag 9.44 → score 15994",129
TOI-4416.01,79605791,251.780014,-39.947307,9.5378,5515.5306443,5.490496,2460852.752577,PC,2026-08-21 10:08:02,15989.434033692887,"depth 5516 ppm, duration 5.49 h, Tmag 9.54 → score 15989",130
