product_id,service,state,bytes,sha256,md5,retrieved_utc,url,endpoint,query,license,note
ned_benchmark_objects,ned,drive_only,406,ad34c58743d3e161bc338dc51c1b6110af0dc895057f509bc2faacf6de2f4ffa,fa0e4a4c7d47271a99108f48b7aa36e8,2026-09-23T19:48:38Z,astroquery.ned Ned.query_object (ned.ipac.caltech.edu),astroquery.ned Ned.query_object (ned.ipac.caltech.edu),Ned.query_object(name) for the first 10 BENCH_OBJECT_NAMES,public (NED; cite NED in derived work),Upload verified by MD5 against the manifest; local staging copy removed 2026-09-23T20:59:51Z.
